sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p21.E3|BEAPBHFC_00630	p21.E3|BEAPBHFC_00630	p21.E3|BEAPBHFC_00630	1	Type_IV_REases
UserReplicon_Gabija_1	Gabija	Gabija	p21.E3|BEAPBHFC_01015	p21.E3|BEAPBHFC_01016	p21.E3|BEAPBHFC_01015,p21.E3|BEAPBHFC_01016	2	GajA,GajB
UserReplicon_Hachiman_2	Hachiman	Hachiman	p21.E3|BEAPBHFC_01018	p21.E3|BEAPBHFC_01019	p21.E3|BEAPBHFC_01018,p21.E3|BEAPBHFC_01019	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p21.E3|BEAPBHFC_01021	p21.E3|BEAPBHFC_01022	p21.E3|BEAPBHFC_01021,p21.E3|BEAPBHFC_01022	2	PRTase_WH,RT_Tot
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p21.E3|BEAPBHFC_03067	p21.E3|BEAPBHFC_03070	p21.E3|BEAPBHFC_03067,p21.E3|BEAPBHFC_03068,p21.E3|BEAPBHFC_03069,p21.E3|BEAPBHFC_03070	4	JetA_I,JetB_I,JetC_I,JetD_I
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p21.E3|BEAPBHFC_03651	p21.E3|BEAPBHFC_03654	p21.E3|BEAPBHFC_03651,p21.E3|BEAPBHFC_03654	2	Type_I_MTases,Type_I_REases
UserReplicon_Septu_9	Septu	Septu	p21.E3|BEAPBHFC_03979	p21.E3|BEAPBHFC_03980	p21.E3|BEAPBHFC_03979,p21.E3|BEAPBHFC_03980	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p21.E3|BEAPBHFC_03990	p21.E3|BEAPBHFC_03990	p21.E3|BEAPBHFC_03990	1	Type_IV_REases
UserReplicon_Hachiman_3	Hachiman	Hachiman	p21.E3|BEAPBHFC_04406	p21.E3|BEAPBHFC_04407	p21.E3|BEAPBHFC_04406,p21.E3|BEAPBHFC_04407	2	HamB,HamA_1
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p21.E3|BEAPBHFC_04760	p21.E3|BEAPBHFC_04760	p21.E3|BEAPBHFC_04760	1	ATPase
