sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Septu_6	Septu	Septu	p6.G1|BNLMEAFA_00075	p6.G1|BNLMEAFA_00076	p6.G1|BNLMEAFA_00075,p6.G1|BNLMEAFA_00076	2	PtuA,PtuB
UserReplicon_dCTPdeaminase_10	dCTPdeaminase	dCTPdeaminase	p6.G1|BNLMEAFA_00326	p6.G1|BNLMEAFA_00326	p6.G1|BNLMEAFA_00326	1	dCTPdeaminase
UserReplicon_PARIS_I_merge_2	PARIS	PARIS_I_merge	p6.G1|BNLMEAFA_00827	p6.G1|BNLMEAFA_00827	p6.G1|BNLMEAFA_00827	1	AAA_15_DUF4435
UserReplicon_RM_Type_IV_4	RM	RM_Type_IV	p6.G1|BNLMEAFA_01080	p6.G1|BNLMEAFA_01080	p6.G1|BNLMEAFA_01080	1	Type_IV_REases
UserReplicon_Septu_7	Septu	Septu	p6.G1|BNLMEAFA_01646	p6.G1|BNLMEAFA_01647	p6.G1|BNLMEAFA_01646,p6.G1|BNLMEAFA_01647	2	PtuB,PtuA
UserReplicon_Septu_8	Septu	Septu	p6.G1|BNLMEAFA_02322	p6.G1|BNLMEAFA_02323	p6.G1|BNLMEAFA_02322,p6.G1|BNLMEAFA_02323	2	PtuB,PtuA
UserReplicon_Retron_I_C_5	Retron	Retron_I_C	p6.G1|BNLMEAFA_02632	p6.G1|BNLMEAFA_02632	p6.G1|BNLMEAFA_02632	1	RT_1_C1
UserReplicon_PARIS_I_merge_3	PARIS	PARIS_I_merge	p6.G1|BNLMEAFA_03227	p6.G1|BNLMEAFA_03227	p6.G1|BNLMEAFA_03227	1	AAA_15_DUF4435
UserReplicon_CBASS_II_1	CBASS	CBASS_II	p6.G1|BNLMEAFA_05193	p6.G1|BNLMEAFA_05195	p6.G1|BNLMEAFA_05193,p6.G1|BNLMEAFA_05194,p6.G1|BNLMEAFA_05195	3	Jab,AG_E1_ThiF,Cyclase_II
UserReplicon_Zorya_TypeI_9	Zorya	Zorya_TypeI	p6.G1|BNLMEAFA_05622	p6.G1|BNLMEAFA_05625	p6.G1|BNLMEAFA_05622,p6.G1|BNLMEAFA_05623,p6.G1|BNLMEAFA_05624,p6.G1|BNLMEAFA_05625	4	ZorA,ZorB,ZorC,ZorD
