sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Retron_III_7	Retron	Retron_III	p6.D7|LAJCJOHP_00123	p6.D7|LAJCJOHP_00124	p6.D7|LAJCJOHP_00123,p6.D7|LAJCJOHP_00124	2	RT_Tot,PRTase_WH
UserReplicon_Hachiman_2	Hachiman	Hachiman	p6.D7|LAJCJOHP_00126	p6.D7|LAJCJOHP_00127	p6.D7|LAJCJOHP_00126,p6.D7|LAJCJOHP_00127	2	HamA_2,HamB
UserReplicon_Gabija_1	Gabija	Gabija	p6.D7|LAJCJOHP_00129	p6.D7|LAJCJOHP_00130	p6.D7|LAJCJOHP_00129,p6.D7|LAJCJOHP_00130	2	GajB,GajA
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p6.D7|LAJCJOHP_00538	p6.D7|LAJCJOHP_00538	p6.D7|LAJCJOHP_00538	1	ATPase
UserReplicon_Septu_9	Septu	Septu	p6.D7|LAJCJOHP_02313	p6.D7|LAJCJOHP_02314	p6.D7|LAJCJOHP_02313,p6.D7|LAJCJOHP_02314	2	PtuB,PtuA
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p6.D7|LAJCJOHP_02324	p6.D7|LAJCJOHP_02324	p6.D7|LAJCJOHP_02324	1	Type_IV_REases
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p6.D7|LAJCJOHP_03272	p6.D7|LAJCJOHP_03275	p6.D7|LAJCJOHP_03272,p6.D7|LAJCJOHP_03275	2	Type_I_MTases,Type_I_REases
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p6.D7|LAJCJOHP_04350	p6.D7|LAJCJOHP_04353	p6.D7|LAJCJOHP_04350,p6.D7|LAJCJOHP_04351,p6.D7|LAJCJOHP_04352,p6.D7|LAJCJOHP_04353	4	JetD_I,JetC_I,JetB_I,JetA_I
UserReplicon_Hachiman_3	Hachiman	Hachiman	p6.D7|LAJCJOHP_05026	p6.D7|LAJCJOHP_05027	p6.D7|LAJCJOHP_05026,p6.D7|LAJCJOHP_05027	2	HamA_1,HamB
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p6.D7|LAJCJOHP_05217	p6.D7|LAJCJOHP_05217	p6.D7|LAJCJOHP_05217	1	Type_IV_REases
