sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p1.D2|DIPAGICM_00629	p1.D2|DIPAGICM_00629	p1.D2|DIPAGICM_00629	1	Type_IV_REases
UserReplicon_Hachiman_2	Hachiman	Hachiman	p1.D2|DIPAGICM_00809	p1.D2|DIPAGICM_00810	p1.D2|DIPAGICM_00809,p1.D2|DIPAGICM_00810	2	HamB,HamA_1
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p1.D2|DIPAGICM_01678	p1.D2|DIPAGICM_01681	p1.D2|DIPAGICM_01678,p1.D2|DIPAGICM_01679,p1.D2|DIPAGICM_01680,p1.D2|DIPAGICM_01681	4	JetD_I,JetC_I,JetB_I,JetA_I
UserReplicon_Septu_9	Septu	Septu	p1.D2|DIPAGICM_02090	p1.D2|DIPAGICM_02091	p1.D2|DIPAGICM_02090,p1.D2|DIPAGICM_02091	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p1.D2|DIPAGICM_02101	p1.D2|DIPAGICM_02101	p1.D2|DIPAGICM_02101	1	Type_IV_REases
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p1.D2|DIPAGICM_03054	p1.D2|DIPAGICM_03057	p1.D2|DIPAGICM_03054,p1.D2|DIPAGICM_03057	2	Type_I_MTases,Type_I_REases
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p1.D2|DIPAGICM_04645	p1.D2|DIPAGICM_04645	p1.D2|DIPAGICM_04645	1	ATPase
UserReplicon_Gabija_1	Gabija	Gabija	p1.D2|DIPAGICM_05106	p1.D2|DIPAGICM_05107	p1.D2|DIPAGICM_05106,p1.D2|DIPAGICM_05107	2	GajA,GajB
UserReplicon_Hachiman_3	Hachiman	Hachiman	p1.D2|DIPAGICM_05109	p1.D2|DIPAGICM_05110	p1.D2|DIPAGICM_05109,p1.D2|DIPAGICM_05110	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p1.D2|DIPAGICM_05112	p1.D2|DIPAGICM_05113	p1.D2|DIPAGICM_05112,p1.D2|DIPAGICM_05113	2	PRTase_WH,RT_Tot
