sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Septu_8	Septu	Septu	p5.A9|OCOMANPC_01157	p5.A9|OCOMANPC_01158	p5.A9|OCOMANPC_01157,p5.A9|OCOMANPC_01158	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p5.A9|OCOMANPC_01185	p5.A9|OCOMANPC_01186	p5.A9|OCOMANPC_01185,p5.A9|OCOMANPC_01186	2	Type_IV_REases,Type_IV_REases
UserReplicon_RM_Type_II_5	RM	RM_Type_II	p5.A9|OCOMANPC_01187	p5.A9|OCOMANPC_01188	p5.A9|OCOMANPC_01187,p5.A9|OCOMANPC_01188	2	Type_II_MTases,Type_II_REases
UserReplicon_Septu_9	Septu	Septu	p5.A9|OCOMANPC_01712	p5.A9|OCOMANPC_01713	p5.A9|OCOMANPC_01712,p5.A9|OCOMANPC_01713	2	PtuA,PtuB
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p5.A9|OCOMANPC_01723	p5.A9|OCOMANPC_01726	p5.A9|OCOMANPC_01723,p5.A9|OCOMANPC_01724,p5.A9|OCOMANPC_01725,p5.A9|OCOMANPC_01726	4	JetA_I,JetB_I,JetC_I,JetD_I
UserReplicon_Kiwa_4	Kiwa	Kiwa	p5.A9|OCOMANPC_01727	p5.A9|OCOMANPC_01728	p5.A9|OCOMANPC_01727,p5.A9|OCOMANPC_01728	2	KwaA,KwaB
UserReplicon_Abi2_1	Abi2	Abi2	p5.A9|OCOMANPC_01743	p5.A9|OCOMANPC_01743	p5.A9|OCOMANPC_01743	1	Abi_2
UserReplicon_Gao_Ape_3	Gao_Ape	Gao_Ape	p5.A9|OCOMANPC_02656	p5.A9|OCOMANPC_02656	p5.A9|OCOMANPC_02656	1	ApeA
UserReplicon_Abi2_2	Abi2	Abi2	p5.A9|OCOMANPC_03360	p5.A9|OCOMANPC_03360	p5.A9|OCOMANPC_03360	1	Abi_2
UserReplicon_Retron_I_C_7	Retron	Retron_I_C	p5.A9|OCOMANPC_03362	p5.A9|OCOMANPC_03362	p5.A9|OCOMANPC_03362	1	RT_1_C1
