sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p11.D8|LLPHNNHH_00414	p11.D8|LLPHNNHH_00414	p11.D8|LLPHNNHH_00414	1	Type_IV_REases
UserReplicon_Hachiman_2	Hachiman	Hachiman	p11.D8|LLPHNNHH_00605	p11.D8|LLPHNNHH_00606	p11.D8|LLPHNNHH_00605,p11.D8|LLPHNNHH_00606	2	HamB,HamA_1
UserReplicon_Septu_9	Septu	Septu	p11.D8|LLPHNNHH_00771	p11.D8|LLPHNNHH_00772	p11.D8|LLPHNNHH_00771,p11.D8|LLPHNNHH_00772	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p11.D8|LLPHNNHH_00782	p11.D8|LLPHNNHH_00782	p11.D8|LLPHNNHH_00782	1	Type_IV_REases
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p11.D8|LLPHNNHH_02098	p11.D8|LLPHNNHH_02101	p11.D8|LLPHNNHH_02098,p11.D8|LLPHNNHH_02099,p11.D8|LLPHNNHH_02100,p11.D8|LLPHNNHH_02101	4	JetA_I,JetB_I,JetC_I,JetD_I
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p11.D8|LLPHNNHH_02503	p11.D8|LLPHNNHH_02503	p11.D8|LLPHNNHH_02503	1	ATPase
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p11.D8|LLPHNNHH_03594	p11.D8|LLPHNNHH_03597	p11.D8|LLPHNNHH_03594,p11.D8|LLPHNNHH_03597	2	Type_I_MTases,Type_I_REases
UserReplicon_Retron_III_7	Retron	Retron_III	p11.D8|LLPHNNHH_04803	p11.D8|LLPHNNHH_04804	p11.D8|LLPHNNHH_04803,p11.D8|LLPHNNHH_04804	2	RT_Tot,PRTase_WH
UserReplicon_Hachiman_3	Hachiman	Hachiman	p11.D8|LLPHNNHH_04806	p11.D8|LLPHNNHH_04807	p11.D8|LLPHNNHH_04806,p11.D8|LLPHNNHH_04807	2	HamA_2,HamB
UserReplicon_Gabija_1	Gabija	Gabija	p11.D8|LLPHNNHH_04809	p11.D8|LLPHNNHH_04810	p11.D8|LLPHNNHH_04809,p11.D8|LLPHNNHH_04810	2	GajB,GajA
