sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p1.C3|GKFNJACC_00352	p1.C3|GKFNJACC_00352	p1.C3|GKFNJACC_00352	1	ATPase
UserReplicon_Gabija_1	Gabija	Gabija	p1.C3|GKFNJACC_00762	p1.C3|GKFNJACC_00763	p1.C3|GKFNJACC_00762,p1.C3|GKFNJACC_00763	2	GajA,GajB
UserReplicon_Hachiman_2	Hachiman	Hachiman	p1.C3|GKFNJACC_00765	p1.C3|GKFNJACC_00766	p1.C3|GKFNJACC_00765,p1.C3|GKFNJACC_00766	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p1.C3|GKFNJACC_00768	p1.C3|GKFNJACC_00769	p1.C3|GKFNJACC_00768,p1.C3|GKFNJACC_00769	2	PRTase_WH,RT_Tot
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p1.C3|GKFNJACC_01050	p1.C3|GKFNJACC_01053	p1.C3|GKFNJACC_01050,p1.C3|GKFNJACC_01051,p1.C3|GKFNJACC_01052,p1.C3|GKFNJACC_01053	4	JetD_I,JetC_I,JetB_I,JetA_I
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p1.C3|GKFNJACC_01611	p1.C3|GKFNJACC_01611	p1.C3|GKFNJACC_01611	1	Type_IV_REases
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p1.C3|GKFNJACC_02138	p1.C3|GKFNJACC_02141	p1.C3|GKFNJACC_02138,p1.C3|GKFNJACC_02141	2	Type_I_REases,Type_I_MTases
UserReplicon_Septu_9	Septu	Septu	p1.C3|GKFNJACC_02350	p1.C3|GKFNJACC_02351	p1.C3|GKFNJACC_02350,p1.C3|GKFNJACC_02351	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p1.C3|GKFNJACC_02361	p1.C3|GKFNJACC_02361	p1.C3|GKFNJACC_02361	1	Type_IV_REases
UserReplicon_Hachiman_3	Hachiman	Hachiman	p1.C3|GKFNJACC_04484	p1.C3|GKFNJACC_04485	p1.C3|GKFNJACC_04484,p1.C3|GKFNJACC_04485	2	HamB,HamA_1
