sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p11.C11|JMJDAECL_00629	p11.C11|JMJDAECL_00629	p11.C11|JMJDAECL_00629	1	Type_IV_REases
UserReplicon_Hachiman_2	Hachiman	Hachiman	p11.C11|JMJDAECL_00857	p11.C11|JMJDAECL_00858	p11.C11|JMJDAECL_00857,p11.C11|JMJDAECL_00858	2	HamB,HamA_1
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p11.C11|JMJDAECL_03020	p11.C11|JMJDAECL_03023	p11.C11|JMJDAECL_03020,p11.C11|JMJDAECL_03023	2	Type_I_MTases,Type_I_REases
UserReplicon_Septu_9	Septu	Septu	p11.C11|JMJDAECL_03112	p11.C11|JMJDAECL_03113	p11.C11|JMJDAECL_03112,p11.C11|JMJDAECL_03113	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p11.C11|JMJDAECL_03123	p11.C11|JMJDAECL_03123	p11.C11|JMJDAECL_03123	1	Type_IV_REases
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p11.C11|JMJDAECL_04465	p11.C11|JMJDAECL_04465	p11.C11|JMJDAECL_04465	1	ATPase
UserReplicon_Gabija_1	Gabija	Gabija	p11.C11|JMJDAECL_04991	p11.C11|JMJDAECL_04992	p11.C11|JMJDAECL_04991,p11.C11|JMJDAECL_04992	2	GajA,GajB
UserReplicon_Hachiman_3	Hachiman	Hachiman	p11.C11|JMJDAECL_04994	p11.C11|JMJDAECL_04995	p11.C11|JMJDAECL_04994,p11.C11|JMJDAECL_04995	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p11.C11|JMJDAECL_04997	p11.C11|JMJDAECL_04998	p11.C11|JMJDAECL_04997,p11.C11|JMJDAECL_04998	2	PRTase_WH,RT_Tot
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p11.C11|JMJDAECL_05279	p11.C11|JMJDAECL_05282	p11.C11|JMJDAECL_05279,p11.C11|JMJDAECL_05280,p11.C11|JMJDAECL_05281,p11.C11|JMJDAECL_05282	4	JetD_I,JetC_I,JetB_I,JetA_I
