sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Septu_9	Septu	Septu	p26.B6|AMCMPPOF_02310	p26.B6|AMCMPPOF_02311	p26.B6|AMCMPPOF_02310,p26.B6|AMCMPPOF_02311	2	PtuB,PtuA
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p26.B6|AMCMPPOF_02321	p26.B6|AMCMPPOF_02321	p26.B6|AMCMPPOF_02321	1	Type_IV_REases
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p26.B6|AMCMPPOF_02716	p26.B6|AMCMPPOF_02719	p26.B6|AMCMPPOF_02716,p26.B6|AMCMPPOF_02719	2	Type_I_REases,Type_I_MTases
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p26.B6|AMCMPPOF_03609	p26.B6|AMCMPPOF_03612	p26.B6|AMCMPPOF_03609,p26.B6|AMCMPPOF_03610,p26.B6|AMCMPPOF_03611,p26.B6|AMCMPPOF_03612	4	JetD_I,JetC_I,JetB_I,JetA_I
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p26.B6|AMCMPPOF_04255	p26.B6|AMCMPPOF_04255	p26.B6|AMCMPPOF_04255	1	ATPase
UserReplicon_Hachiman_2	Hachiman	Hachiman	p26.B6|AMCMPPOF_04656	p26.B6|AMCMPPOF_04657	p26.B6|AMCMPPOF_04656,p26.B6|AMCMPPOF_04657	2	HamA_1,HamB
UserReplicon_Retron_III_7	Retron	Retron_III	p26.B6|AMCMPPOF_04784	p26.B6|AMCMPPOF_04785	p26.B6|AMCMPPOF_04784,p26.B6|AMCMPPOF_04785	2	RT_Tot,PRTase_WH
UserReplicon_Hachiman_3	Hachiman	Hachiman	p26.B6|AMCMPPOF_04787	p26.B6|AMCMPPOF_04788	p26.B6|AMCMPPOF_04787,p26.B6|AMCMPPOF_04788	2	HamA_2,HamB
UserReplicon_Gabija_1	Gabija	Gabija	p26.B6|AMCMPPOF_04790	p26.B6|AMCMPPOF_04791	p26.B6|AMCMPPOF_04790,p26.B6|AMCMPPOF_04791	2	GajB,GajA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p26.B6|AMCMPPOF_05233	p26.B6|AMCMPPOF_05233	p26.B6|AMCMPPOF_05233	1	Type_IV_REases
