sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p21.G3|CMAJJDKI_00153	p21.G3|CMAJJDKI_00153	p21.G3|CMAJJDKI_00153	1	Type_IV_REases
UserReplicon_Septu_9	Septu	Septu	p21.G3|CMAJJDKI_02600	p21.G3|CMAJJDKI_02601	p21.G3|CMAJJDKI_02600,p21.G3|CMAJJDKI_02601	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p21.G3|CMAJJDKI_02611	p21.G3|CMAJJDKI_02611	p21.G3|CMAJJDKI_02611	1	Type_IV_REases
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p21.G3|CMAJJDKI_03163	p21.G3|CMAJJDKI_03166	p21.G3|CMAJJDKI_03163,p21.G3|CMAJJDKI_03166	2	Type_I_MTases,Type_I_REases
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p21.G3|CMAJJDKI_03309	p21.G3|CMAJJDKI_03312	p21.G3|CMAJJDKI_03309,p21.G3|CMAJJDKI_03310,p21.G3|CMAJJDKI_03311,p21.G3|CMAJJDKI_03312	4	JetA_I,JetB_I,JetC_I,JetD_I
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p21.G3|CMAJJDKI_03887	p21.G3|CMAJJDKI_03887	p21.G3|CMAJJDKI_03887	1	ATPase
UserReplicon_Gabija_1	Gabija	Gabija	p21.G3|CMAJJDKI_04737	p21.G3|CMAJJDKI_04738	p21.G3|CMAJJDKI_04737,p21.G3|CMAJJDKI_04738	2	GajA,GajB
UserReplicon_Hachiman_2	Hachiman	Hachiman	p21.G3|CMAJJDKI_04740	p21.G3|CMAJJDKI_04741	p21.G3|CMAJJDKI_04740,p21.G3|CMAJJDKI_04741	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p21.G3|CMAJJDKI_04743	p21.G3|CMAJJDKI_04744	p21.G3|CMAJJDKI_04743,p21.G3|CMAJJDKI_04744	2	PRTase_WH,RT_Tot
UserReplicon_Hachiman_3	Hachiman	Hachiman	p21.G3|CMAJJDKI_05001	p21.G3|CMAJJDKI_05002	p21.G3|CMAJJDKI_05001,p21.G3|CMAJJDKI_05002	2	HamB,HamA_1
