sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Gabija_1	Gabija	Gabija	p13.C2|HBCCDGJI_00376	p13.C2|HBCCDGJI_00377	p13.C2|HBCCDGJI_00376,p13.C2|HBCCDGJI_00377	2	GajA,GajB
UserReplicon_Hachiman_2	Hachiman	Hachiman	p13.C2|HBCCDGJI_00379	p13.C2|HBCCDGJI_00380	p13.C2|HBCCDGJI_00379,p13.C2|HBCCDGJI_00380	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p13.C2|HBCCDGJI_00382	p13.C2|HBCCDGJI_00383	p13.C2|HBCCDGJI_00382,p13.C2|HBCCDGJI_00383	2	PRTase_WH,RT_Tot
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p13.C2|HBCCDGJI_00664	p13.C2|HBCCDGJI_00667	p13.C2|HBCCDGJI_00664,p13.C2|HBCCDGJI_00665,p13.C2|HBCCDGJI_00666,p13.C2|HBCCDGJI_00667	4	JetD_I,JetC_I,JetB_I,JetA_I
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p13.C2|HBCCDGJI_01513	p13.C2|HBCCDGJI_01513	p13.C2|HBCCDGJI_01513	1	Type_IV_REases
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p13.C2|HBCCDGJI_03819	p13.C2|HBCCDGJI_03822	p13.C2|HBCCDGJI_03819,p13.C2|HBCCDGJI_03822	2	Type_I_MTases,Type_I_REases
UserReplicon_Septu_9	Septu	Septu	p13.C2|HBCCDGJI_04124	p13.C2|HBCCDGJI_04125	p13.C2|HBCCDGJI_04124,p13.C2|HBCCDGJI_04125	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p13.C2|HBCCDGJI_04135	p13.C2|HBCCDGJI_04135	p13.C2|HBCCDGJI_04135	1	Type_IV_REases
UserReplicon_Hachiman_3	Hachiman	Hachiman	p13.C2|HBCCDGJI_04930	p13.C2|HBCCDGJI_04931	p13.C2|HBCCDGJI_04930,p13.C2|HBCCDGJI_04931	2	HamA_1,HamB
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p13.C2|HBCCDGJI_05359	p13.C2|HBCCDGJI_05359	p13.C2|HBCCDGJI_05359	1	ATPase
