sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Gabija_1	Gabija	Gabija	p22.C5|LHBJILFI_00675	p22.C5|LHBJILFI_00676	p22.C5|LHBJILFI_00675,p22.C5|LHBJILFI_00676	2	GajA,GajB
UserReplicon_Hachiman_2	Hachiman	Hachiman	p22.C5|LHBJILFI_00678	p22.C5|LHBJILFI_00679	p22.C5|LHBJILFI_00678,p22.C5|LHBJILFI_00679	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p22.C5|LHBJILFI_00681	p22.C5|LHBJILFI_00682	p22.C5|LHBJILFI_00681,p22.C5|LHBJILFI_00682	2	PRTase_WH,RT_Tot
UserReplicon_Hachiman_3	Hachiman	Hachiman	p22.C5|LHBJILFI_00950	p22.C5|LHBJILFI_00951	p22.C5|LHBJILFI_00950,p22.C5|LHBJILFI_00951	2	HamB,HamA_1
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p22.C5|LHBJILFI_01563	p22.C5|LHBJILFI_01566	p22.C5|LHBJILFI_01563,p22.C5|LHBJILFI_01566	2	Type_I_MTases,Type_I_REases
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p22.C5|LHBJILFI_03312	p22.C5|LHBJILFI_03312	p22.C5|LHBJILFI_03312	1	Type_IV_REases
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p22.C5|LHBJILFI_04225	p22.C5|LHBJILFI_04225	p22.C5|LHBJILFI_04225	1	ATPase
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p22.C5|LHBJILFI_04549	p22.C5|LHBJILFI_04552	p22.C5|LHBJILFI_04549,p22.C5|LHBJILFI_04550,p22.C5|LHBJILFI_04551,p22.C5|LHBJILFI_04552	4	JetD_I,JetC_I,JetB_I,JetA_I
UserReplicon_Septu_9	Septu	Septu	p22.C5|LHBJILFI_05064	p22.C5|LHBJILFI_05065	p22.C5|LHBJILFI_05064,p22.C5|LHBJILFI_05065	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p22.C5|LHBJILFI_05075	p22.C5|LHBJILFI_05075	p22.C5|LHBJILFI_05075	1	Type_IV_REases
