sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Hachiman_2	Hachiman	Hachiman	p25.E2|KHBFOLLN_00200	p25.E2|KHBFOLLN_00201	p25.E2|KHBFOLLN_00200,p25.E2|KHBFOLLN_00201	2	HamA_1,HamB
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p25.E2|KHBFOLLN_00392	p25.E2|KHBFOLLN_00392	p25.E2|KHBFOLLN_00392	1	Type_IV_REases
UserReplicon_Retron_III_7	Retron	Retron_III	p25.E2|KHBFOLLN_00698	p25.E2|KHBFOLLN_00699	p25.E2|KHBFOLLN_00698,p25.E2|KHBFOLLN_00699	2	RT_Tot,PRTase_WH
UserReplicon_Hachiman_3	Hachiman	Hachiman	p25.E2|KHBFOLLN_00701	p25.E2|KHBFOLLN_00702	p25.E2|KHBFOLLN_00701,p25.E2|KHBFOLLN_00702	2	HamA_2,HamB
UserReplicon_Gabija_1	Gabija	Gabija	p25.E2|KHBFOLLN_00704	p25.E2|KHBFOLLN_00705	p25.E2|KHBFOLLN_00704,p25.E2|KHBFOLLN_00705	2	GajB,GajA
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p25.E2|KHBFOLLN_02794	p25.E2|KHBFOLLN_02797	p25.E2|KHBFOLLN_02794,p25.E2|KHBFOLLN_02795,p25.E2|KHBFOLLN_02796,p25.E2|KHBFOLLN_02797	4	JetA_I,JetB_I,JetC_I,JetD_I
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p25.E2|KHBFOLLN_03598	p25.E2|KHBFOLLN_03601	p25.E2|KHBFOLLN_03598,p25.E2|KHBFOLLN_03601	2	Type_I_MTases,Type_I_REases
UserReplicon_Septu_9	Septu	Septu	p25.E2|KHBFOLLN_04247	p25.E2|KHBFOLLN_04248	p25.E2|KHBFOLLN_04247,p25.E2|KHBFOLLN_04248	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p25.E2|KHBFOLLN_04258	p25.E2|KHBFOLLN_04258	p25.E2|KHBFOLLN_04258	1	Type_IV_REases
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p25.E2|KHBFOLLN_05052	p25.E2|KHBFOLLN_05052	p25.E2|KHBFOLLN_05052	1	ATPase
