sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Gabija_1	Gabija	Gabija	p26.A8|JMDHIABC_00405	p26.A8|JMDHIABC_00406	p26.A8|JMDHIABC_00405,p26.A8|JMDHIABC_00406	2	GajA,GajB
UserReplicon_Hachiman_2	Hachiman	Hachiman	p26.A8|JMDHIABC_00408	p26.A8|JMDHIABC_00409	p26.A8|JMDHIABC_00408,p26.A8|JMDHIABC_00409	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p26.A8|JMDHIABC_00411	p26.A8|JMDHIABC_00412	p26.A8|JMDHIABC_00411,p26.A8|JMDHIABC_00412	2	PRTase_WH,RT_Tot
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p26.A8|JMDHIABC_01677	p26.A8|JMDHIABC_01680	p26.A8|JMDHIABC_01677,p26.A8|JMDHIABC_01680	2	Type_I_MTases,Type_I_REases
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p26.A8|JMDHIABC_02672	p26.A8|JMDHIABC_02672	p26.A8|JMDHIABC_02672	1	ATPase
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p26.A8|JMDHIABC_02767	p26.A8|JMDHIABC_02770	p26.A8|JMDHIABC_02767,p26.A8|JMDHIABC_02768,p26.A8|JMDHIABC_02769,p26.A8|JMDHIABC_02770	4	JetA_I,JetB_I,JetC_I,JetD_I
UserReplicon_Septu_9	Septu	Septu	p26.A8|JMDHIABC_04021	p26.A8|JMDHIABC_04022	p26.A8|JMDHIABC_04021,p26.A8|JMDHIABC_04022	2	PtuB,PtuA
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p26.A8|JMDHIABC_04032	p26.A8|JMDHIABC_04032	p26.A8|JMDHIABC_04032	1	Type_IV_REases
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p26.A8|JMDHIABC_04840	p26.A8|JMDHIABC_04840	p26.A8|JMDHIABC_04840	1	Type_IV_REases
UserReplicon_Hachiman_3	Hachiman	Hachiman	p26.A8|JMDHIABC_05020	p26.A8|JMDHIABC_05021	p26.A8|JMDHIABC_05020,p26.A8|JMDHIABC_05021	2	HamB,HamA_1
