sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p26.G4|FMHCBOLO_00471	p26.G4|FMHCBOLO_00471	p26.G4|FMHCBOLO_00471	1	Type_IV_REases
UserReplicon_Hachiman_2	Hachiman	Hachiman	p26.G4|FMHCBOLO_01188	p26.G4|FMHCBOLO_01189	p26.G4|FMHCBOLO_01188,p26.G4|FMHCBOLO_01189	2	HamB,HamA_1
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p26.G4|FMHCBOLO_02059	p26.G4|FMHCBOLO_02062	p26.G4|FMHCBOLO_02059,p26.G4|FMHCBOLO_02062	2	Type_I_MTases,Type_I_REases
UserReplicon_Septu_9	Septu	Septu	p26.G4|FMHCBOLO_02513	p26.G4|FMHCBOLO_02514	p26.G4|FMHCBOLO_02513,p26.G4|FMHCBOLO_02514	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p26.G4|FMHCBOLO_02524	p26.G4|FMHCBOLO_02524	p26.G4|FMHCBOLO_02524	1	Type_IV_REases
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p26.G4|FMHCBOLO_04275	p26.G4|FMHCBOLO_04278	p26.G4|FMHCBOLO_04275,p26.G4|FMHCBOLO_04276,p26.G4|FMHCBOLO_04277,p26.G4|FMHCBOLO_04278	4	JetD_I,JetC_I,JetB_I,JetA_I
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p26.G4|FMHCBOLO_04581	p26.G4|FMHCBOLO_04581	p26.G4|FMHCBOLO_04581	1	ATPase
UserReplicon_Gabija_1	Gabija	Gabija	p26.G4|FMHCBOLO_05236	p26.G4|FMHCBOLO_05237	p26.G4|FMHCBOLO_05236,p26.G4|FMHCBOLO_05237	2	GajA,GajB
UserReplicon_Hachiman_3	Hachiman	Hachiman	p26.G4|FMHCBOLO_05239	p26.G4|FMHCBOLO_05240	p26.G4|FMHCBOLO_05239,p26.G4|FMHCBOLO_05240	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p26.G4|FMHCBOLO_05242	p26.G4|FMHCBOLO_05243	p26.G4|FMHCBOLO_05242,p26.G4|FMHCBOLO_05243	2	PRTase_WH,RT_Tot
