sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p21.D3|OCLGLCJF_00472	p21.D3|OCLGLCJF_00472	p21.D3|OCLGLCJF_00472	1	Type_IV_REases
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p21.D3|OCLGLCJF_01192	p21.D3|OCLGLCJF_01195	p21.D3|OCLGLCJF_01192,p21.D3|OCLGLCJF_01195	2	Type_I_MTases,Type_I_REases
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p21.D3|OCLGLCJF_01625	p21.D3|OCLGLCJF_01628	p21.D3|OCLGLCJF_01625,p21.D3|OCLGLCJF_01626,p21.D3|OCLGLCJF_01627,p21.D3|OCLGLCJF_01628	4	JetA_I,JetB_I,JetC_I,JetD_I
UserReplicon_Septu_9	Septu	Septu	p21.D3|OCLGLCJF_04184	p21.D3|OCLGLCJF_04185	p21.D3|OCLGLCJF_04184,p21.D3|OCLGLCJF_04185	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p21.D3|OCLGLCJF_04195	p21.D3|OCLGLCJF_04195	p21.D3|OCLGLCJF_04195	1	Type_IV_REases
UserReplicon_Gabija_1	Gabija	Gabija	p21.D3|OCLGLCJF_04742	p21.D3|OCLGLCJF_04743	p21.D3|OCLGLCJF_04742,p21.D3|OCLGLCJF_04743	2	GajA,GajB
UserReplicon_Hachiman_2	Hachiman	Hachiman	p21.D3|OCLGLCJF_04745	p21.D3|OCLGLCJF_04746	p21.D3|OCLGLCJF_04745,p21.D3|OCLGLCJF_04746	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p21.D3|OCLGLCJF_04748	p21.D3|OCLGLCJF_04749	p21.D3|OCLGLCJF_04748,p21.D3|OCLGLCJF_04749	2	PRTase_WH,RT_Tot
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p21.D3|OCLGLCJF_05002	p21.D3|OCLGLCJF_05002	p21.D3|OCLGLCJF_05002	1	ATPase
UserReplicon_Hachiman_3	Hachiman	Hachiman	p21.D3|OCLGLCJF_05356	p21.D3|OCLGLCJF_05357	p21.D3|OCLGLCJF_05356,p21.D3|OCLGLCJF_05357	2	HamA_1,HamB
