sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Rst_HEPN_7	Rst_HEPN	Rst_HEPN	p9.G10|APJOPCAG_00912	p9.G10|APJOPCAG_00912	p9.G10|APJOPCAG_00912	1	Rst_HEPN
UserReplicon_Gabija_2	Gabija	Gabija	p9.G10|APJOPCAG_00932	p9.G10|APJOPCAG_00933	p9.G10|APJOPCAG_00932,p9.G10|APJOPCAG_00933	2	GajA,GajB
UserReplicon_RM_Type_II_5	RM	RM_Type_II	p9.G10|APJOPCAG_01362	p9.G10|APJOPCAG_01363	p9.G10|APJOPCAG_01362,p9.G10|APJOPCAG_01363	2	Type_II_MTases,Type_II_REases
UserReplicon_Abi2_1	Abi2	Abi2	p9.G10|APJOPCAG_01765	p9.G10|APJOPCAG_01765	p9.G10|APJOPCAG_01765	1	Abi_2
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p9.G10|APJOPCAG_01933	p9.G10|APJOPCAG_01934	p9.G10|APJOPCAG_01933,p9.G10|APJOPCAG_01934	2	Type_I_MTases,Type_I_REases
UserReplicon_Rst_Sirtuin-like_8	Rst_Sirtuin-like	Rst_Sirtuin-like	p9.G10|APJOPCAG_02040	p9.G10|APJOPCAG_02040	p9.G10|APJOPCAG_02040	1	Sirtuin_like
UserReplicon_Gao_Iet_3	Gao_Iet	Gao_Iet	p9.G10|APJOPCAG_02049	p9.G10|APJOPCAG_02050	p9.G10|APJOPCAG_02049,p9.G10|APJOPCAG_02050	2	IetS,IetA
UserReplicon_RM_Type_II_6	RM	RM_Type_II	p9.G10|APJOPCAG_03375	p9.G10|APJOPCAG_03376	p9.G10|APJOPCAG_03375,p9.G10|APJOPCAG_03376	2	Type_II_MTases,Type_II_REases
UserReplicon_Septu_9	Septu	Septu	p9.G10|APJOPCAG_03793	p9.G10|APJOPCAG_03794	p9.G10|APJOPCAG_03793,p9.G10|APJOPCAG_03794	2	PtuA,PtuB
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p9.G10|APJOPCAG_05436	p9.G10|APJOPCAG_05439	p9.G10|APJOPCAG_05436,p9.G10|APJOPCAG_05437,p9.G10|APJOPCAG_05438,p9.G10|APJOPCAG_05439	4	JetD_I,JetC_I,JetB_I,JetA_I
