sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_II_5	RM	RM_Type_II	p5.H11|DODOBLPN_00225	p5.H11|DODOBLPN_00226	p5.H11|DODOBLPN_00225,p5.H11|DODOBLPN_00226	2	Type_II_REases,Type_II_MTases
UserReplicon_Abi2_1	Abi2	Abi2	p5.H11|DODOBLPN_00651	p5.H11|DODOBLPN_00651	p5.H11|DODOBLPN_00651	1	Abi_2
UserReplicon_RM_Type_II_6	RM	RM_Type_II	p5.H11|DODOBLPN_01195	p5.H11|DODOBLPN_01196	p5.H11|DODOBLPN_01195,p5.H11|DODOBLPN_01196	2	Type_II_MTases,Type_II_REases
UserReplicon_Rst_Sirtuin-like_8	Rst_Sirtuin-like	Rst_Sirtuin-like	p5.H11|DODOBLPN_01419	p5.H11|DODOBLPN_01419	p5.H11|DODOBLPN_01419	1	Sirtuin_like
UserReplicon_Gao_Iet_3	Gao_Iet	Gao_Iet	p5.H11|DODOBLPN_01428	p5.H11|DODOBLPN_01429	p5.H11|DODOBLPN_01428,p5.H11|DODOBLPN_01429	2	IetS,IetA
UserReplicon_Septu_9	Septu	Septu	p5.H11|DODOBLPN_02890	p5.H11|DODOBLPN_02891	p5.H11|DODOBLPN_02890,p5.H11|DODOBLPN_02891	2	PtuB,PtuA
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p5.H11|DODOBLPN_03079	p5.H11|DODOBLPN_03080	p5.H11|DODOBLPN_03079,p5.H11|DODOBLPN_03080	2	Type_I_REases,Type_I_MTases
UserReplicon_Rst_HEPN_7	Rst_HEPN	Rst_HEPN	p5.H11|DODOBLPN_04784	p5.H11|DODOBLPN_04784	p5.H11|DODOBLPN_04784	1	Rst_HEPN
UserReplicon_Gabija_2	Gabija	Gabija	p5.H11|DODOBLPN_04804	p5.H11|DODOBLPN_04805	p5.H11|DODOBLPN_04804,p5.H11|DODOBLPN_04805	2	GajA,GajB
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p5.H11|DODOBLPN_05334	p5.H11|DODOBLPN_05337	p5.H11|DODOBLPN_05334,p5.H11|DODOBLPN_05335,p5.H11|DODOBLPN_05336,p5.H11|DODOBLPN_05337	4	JetA_I,JetB_I,JetC_I,JetD_I
