sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p21.F3|GJOKFKMJ_00153	p21.F3|GJOKFKMJ_00153	p21.F3|GJOKFKMJ_00153	1	Type_IV_REases
UserReplicon_Hachiman_2	Hachiman	Hachiman	p21.F3|GJOKFKMJ_00994	p21.F3|GJOKFKMJ_00995	p21.F3|GJOKFKMJ_00994,p21.F3|GJOKFKMJ_00995	2	HamB,HamA_1
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p21.F3|GJOKFKMJ_01436	p21.F3|GJOKFKMJ_01439	p21.F3|GJOKFKMJ_01436,p21.F3|GJOKFKMJ_01439	2	Type_I_MTases,Type_I_REases
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p21.F3|GJOKFKMJ_02460	p21.F3|GJOKFKMJ_02463	p21.F3|GJOKFKMJ_02460,p21.F3|GJOKFKMJ_02461,p21.F3|GJOKFKMJ_02462,p21.F3|GJOKFKMJ_02463	4	JetA_I,JetB_I,JetC_I,JetD_I
UserReplicon_Septu_9	Septu	Septu	p21.F3|GJOKFKMJ_02509	p21.F3|GJOKFKMJ_02510	p21.F3|GJOKFKMJ_02509,p21.F3|GJOKFKMJ_02510	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p21.F3|GJOKFKMJ_02520	p21.F3|GJOKFKMJ_02520	p21.F3|GJOKFKMJ_02520	1	Type_IV_REases
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p21.F3|GJOKFKMJ_04332	p21.F3|GJOKFKMJ_04332	p21.F3|GJOKFKMJ_04332	1	ATPase
UserReplicon_Gabija_1	Gabija	Gabija	p21.F3|GJOKFKMJ_04670	p21.F3|GJOKFKMJ_04671	p21.F3|GJOKFKMJ_04670,p21.F3|GJOKFKMJ_04671	2	GajA,GajB
UserReplicon_Hachiman_3	Hachiman	Hachiman	p21.F3|GJOKFKMJ_04673	p21.F3|GJOKFKMJ_04674	p21.F3|GJOKFKMJ_04673,p21.F3|GJOKFKMJ_04674	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p21.F3|GJOKFKMJ_04676	p21.F3|GJOKFKMJ_04677	p21.F3|GJOKFKMJ_04676,p21.F3|GJOKFKMJ_04677	2	PRTase_WH,RT_Tot
