sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Gabija_1	Gabija	Gabija	p3.C3|IELIOKBM_00231	p3.C3|IELIOKBM_00232	p3.C3|IELIOKBM_00231,p3.C3|IELIOKBM_00232	2	GajA,GajB
UserReplicon_Hachiman_2	Hachiman	Hachiman	p3.C3|IELIOKBM_00234	p3.C3|IELIOKBM_00235	p3.C3|IELIOKBM_00234,p3.C3|IELIOKBM_00235	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p3.C3|IELIOKBM_00237	p3.C3|IELIOKBM_00238	p3.C3|IELIOKBM_00237,p3.C3|IELIOKBM_00238	2	PRTase_WH,RT_Tot
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p3.C3|IELIOKBM_00519	p3.C3|IELIOKBM_00522	p3.C3|IELIOKBM_00519,p3.C3|IELIOKBM_00520,p3.C3|IELIOKBM_00521,p3.C3|IELIOKBM_00522	4	JetD_I,JetC_I,JetB_I,JetA_I
UserReplicon_Hachiman_3	Hachiman	Hachiman	p3.C3|IELIOKBM_00681	p3.C3|IELIOKBM_00682	p3.C3|IELIOKBM_00681,p3.C3|IELIOKBM_00682	2	HamB,HamA_1
UserReplicon_Septu_9	Septu	Septu	p3.C3|IELIOKBM_01880	p3.C3|IELIOKBM_01881	p3.C3|IELIOKBM_01880,p3.C3|IELIOKBM_01881	2	PtuB,PtuA
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p3.C3|IELIOKBM_01891	p3.C3|IELIOKBM_01891	p3.C3|IELIOKBM_01891	1	Type_IV_REases
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p3.C3|IELIOKBM_02697	p3.C3|IELIOKBM_02700	p3.C3|IELIOKBM_02697,p3.C3|IELIOKBM_02700	2	Type_I_MTases,Type_I_REases
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p3.C3|IELIOKBM_04183	p3.C3|IELIOKBM_04183	p3.C3|IELIOKBM_04183	1	ATPase
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p3.C3|IELIOKBM_04767	p3.C3|IELIOKBM_04767	p3.C3|IELIOKBM_04767	1	Type_IV_REases
