sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Hachiman_6	Hachiman	Hachiman	p6.G5|HHBHGOHE_00376	p6.G5|HHBHGOHE_00377	p6.G5|HHBHGOHE_00376,p6.G5|HHBHGOHE_00377	2	HamB,HamA_2
UserReplicon_Septu_10	Septu	Septu	p6.G5|HHBHGOHE_00544	p6.G5|HHBHGOHE_00545	p6.G5|HHBHGOHE_00544,p6.G5|HHBHGOHE_00545	2	PtuB,PtuA
UserReplicon_Gao_Qat_5	Gao_Qat	Gao_Qat	p6.G5|HHBHGOHE_00551	p6.G5|HHBHGOHE_00554	p6.G5|HHBHGOHE_00551,p6.G5|HHBHGOHE_00552,p6.G5|HHBHGOHE_00553,p6.G5|HHBHGOHE_00554	4	QatD,QatC,QatB,QatA
UserReplicon_Dsr_I_3	Dsr	Dsr_I	p6.G5|HHBHGOHE_00577	p6.G5|HHBHGOHE_00577	p6.G5|HHBHGOHE_00577	1	Dsr1
UserReplicon_Gabija_4	Gabija	Gabija	p6.G5|HHBHGOHE_02136	p6.G5|HHBHGOHE_02137	p6.G5|HHBHGOHE_02136,p6.G5|HHBHGOHE_02137	2	GajB,GajA
UserReplicon_Septu_11	Septu	Septu	p6.G5|HHBHGOHE_02139	p6.G5|HHBHGOHE_02140	p6.G5|HHBHGOHE_02139,p6.G5|HHBHGOHE_02140	2	PtuA,PtuB
UserReplicon_RM_Type_I_7	RM	RM_Type_I	p6.G5|HHBHGOHE_03088	p6.G5|HHBHGOHE_03090	p6.G5|HHBHGOHE_03088,p6.G5|HHBHGOHE_03090	2	Type_I_MTases,Type_I_REases
UserReplicon_AVAST_II_1	AVAST	AVAST_II	p6.G5|HHBHGOHE_03097	p6.G5|HHBHGOHE_03097	p6.G5|HHBHGOHE_03097	1	Avs2A
UserReplicon_AVAST_II_2	AVAST	AVAST_II	p6.G5|HHBHGOHE_03427	p6.G5|HHBHGOHE_03427	p6.G5|HHBHGOHE_03427	1	Avs2A
UserReplicon_Rst_3HP_9	Rst_3HP	Rst_3HP	p6.G5|HHBHGOHE_04589	p6.G5|HHBHGOHE_04591	p6.G5|HHBHGOHE_04589,p6.G5|HHBHGOHE_04590,p6.G5|HHBHGOHE_04591	3	Hp3,Hp2,Hp1
UserReplicon_RM_Type_II_8	RM	RM_Type_II	p6.G5|HHBHGOHE_04678	p6.G5|HHBHGOHE_04680	p6.G5|HHBHGOHE_04678,p6.G5|HHBHGOHE_04680	2	Type_II_MTases,Type_II_REases
UserReplicon_Septu_12	Septu	Septu	p6.G5|HHBHGOHE_05446	p6.G5|HHBHGOHE_05447	p6.G5|HHBHGOHE_05446,p6.G5|HHBHGOHE_05447	2	PtuA,PtuB
