sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p11.E6|DANOFKFA_00262	p11.E6|DANOFKFA_00262	p11.E6|DANOFKFA_00262	1	Type_IV_REases
UserReplicon_Septu_9	Septu	Septu	p11.E6|DANOFKFA_01398	p11.E6|DANOFKFA_01399	p11.E6|DANOFKFA_01398,p11.E6|DANOFKFA_01399	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p11.E6|DANOFKFA_01409	p11.E6|DANOFKFA_01409	p11.E6|DANOFKFA_01409	1	Type_IV_REases
UserReplicon_Retron_III_7	Retron	Retron_III	p11.E6|DANOFKFA_02666	p11.E6|DANOFKFA_02667	p11.E6|DANOFKFA_02666,p11.E6|DANOFKFA_02667	2	RT_Tot,PRTase_WH
UserReplicon_Hachiman_2	Hachiman	Hachiman	p11.E6|DANOFKFA_02669	p11.E6|DANOFKFA_02670	p11.E6|DANOFKFA_02669,p11.E6|DANOFKFA_02670	2	HamA_2,HamB
UserReplicon_Gabija_1	Gabija	Gabija	p11.E6|DANOFKFA_02672	p11.E6|DANOFKFA_02673	p11.E6|DANOFKFA_02672,p11.E6|DANOFKFA_02673	2	GajB,GajA
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p11.E6|DANOFKFA_03684	p11.E6|DANOFKFA_03687	p11.E6|DANOFKFA_03684,p11.E6|DANOFKFA_03687	2	Type_I_MTases,Type_I_REases
UserReplicon_Hachiman_3	Hachiman	Hachiman	p11.E6|DANOFKFA_04080	p11.E6|DANOFKFA_04081	p11.E6|DANOFKFA_04080,p11.E6|DANOFKFA_04081	2	HamA_1,HamB
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p11.E6|DANOFKFA_04266	p11.E6|DANOFKFA_04266	p11.E6|DANOFKFA_04266	1	ATPase
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p11.E6|DANOFKFA_04793	p11.E6|DANOFKFA_04796	p11.E6|DANOFKFA_04793,p11.E6|DANOFKFA_04794,p11.E6|DANOFKFA_04795,p11.E6|DANOFKFA_04796	4	JetD_I,JetC_I,JetB_I,JetA_I
