sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p22.A7|EPFFDHHN_00473	p22.A7|EPFFDHHN_00473	p22.A7|EPFFDHHN_00473	1	Type_IV_REases
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p22.A7|EPFFDHHN_01067	p22.A7|EPFFDHHN_01070	p22.A7|EPFFDHHN_01067,p22.A7|EPFFDHHN_01070	2	Type_I_MTases,Type_I_REases
UserReplicon_Septu_9	Septu	Septu	p22.A7|EPFFDHHN_02031	p22.A7|EPFFDHHN_02032	p22.A7|EPFFDHHN_02031,p22.A7|EPFFDHHN_02032	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p22.A7|EPFFDHHN_02042	p22.A7|EPFFDHHN_02042	p22.A7|EPFFDHHN_02042	1	Type_IV_REases
UserReplicon_Gabija_1	Gabija	Gabija	p22.A7|EPFFDHHN_02682	p22.A7|EPFFDHHN_02683	p22.A7|EPFFDHHN_02682,p22.A7|EPFFDHHN_02683	2	GajA,GajB
UserReplicon_Hachiman_2	Hachiman	Hachiman	p22.A7|EPFFDHHN_02685	p22.A7|EPFFDHHN_02686	p22.A7|EPFFDHHN_02685,p22.A7|EPFFDHHN_02686	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p22.A7|EPFFDHHN_02688	p22.A7|EPFFDHHN_02689	p22.A7|EPFFDHHN_02688,p22.A7|EPFFDHHN_02689	2	PRTase_WH,RT_Tot
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p22.A7|EPFFDHHN_03202	p22.A7|EPFFDHHN_03205	p22.A7|EPFFDHHN_03202,p22.A7|EPFFDHHN_03203,p22.A7|EPFFDHHN_03204,p22.A7|EPFFDHHN_03205	4	JetA_I,JetB_I,JetC_I,JetD_I
UserReplicon_Hachiman_3	Hachiman	Hachiman	p22.A7|EPFFDHHN_04936	p22.A7|EPFFDHHN_04937	p22.A7|EPFFDHHN_04936,p22.A7|EPFFDHHN_04937	2	HamA_1,HamB
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p22.A7|EPFFDHHN_05365	p22.A7|EPFFDHHN_05365	p22.A7|EPFFDHHN_05365	1	ATPase
