sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_II_5	RM	RM_Type_II	p2.A2|IGHNDIAB_00400	p2.A2|IGHNDIAB_00401	p2.A2|IGHNDIAB_00400,p2.A2|IGHNDIAB_00401	2	Type_II_REases,Type_II_MTases
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p2.A2|IGHNDIAB_00699	p2.A2|IGHNDIAB_00702	p2.A2|IGHNDIAB_00699,p2.A2|IGHNDIAB_00700,p2.A2|IGHNDIAB_00701,p2.A2|IGHNDIAB_00702	4	JetD_I,JetC_I,JetB_I,JetA_I
UserReplicon_RM_Type_II_6	RM	RM_Type_II	p2.A2|IGHNDIAB_01128	p2.A2|IGHNDIAB_01129	p2.A2|IGHNDIAB_01128,p2.A2|IGHNDIAB_01129	2	Type_II_MTases,Type_II_REases
UserReplicon_Rst_Sirtuin-like_8	Rst_Sirtuin-like	Rst_Sirtuin-like	p2.A2|IGHNDIAB_01798	p2.A2|IGHNDIAB_01798	p2.A2|IGHNDIAB_01798	1	Sirtuin_like
UserReplicon_Gao_Iet_3	Gao_Iet	Gao_Iet	p2.A2|IGHNDIAB_01807	p2.A2|IGHNDIAB_01808	p2.A2|IGHNDIAB_01807,p2.A2|IGHNDIAB_01808	2	IetS,IetA
UserReplicon_Rst_HEPN_7	Rst_HEPN	Rst_HEPN	p2.A2|IGHNDIAB_02249	p2.A2|IGHNDIAB_02249	p2.A2|IGHNDIAB_02249	1	Rst_HEPN
UserReplicon_Gabija_2	Gabija	Gabija	p2.A2|IGHNDIAB_02269	p2.A2|IGHNDIAB_02270	p2.A2|IGHNDIAB_02269,p2.A2|IGHNDIAB_02270	2	GajA,GajB
UserReplicon_Septu_9	Septu	Septu	p2.A2|IGHNDIAB_03459	p2.A2|IGHNDIAB_03460	p2.A2|IGHNDIAB_03459,p2.A2|IGHNDIAB_03460	2	PtuA,PtuB
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p2.A2|IGHNDIAB_03869	p2.A2|IGHNDIAB_03870	p2.A2|IGHNDIAB_03869,p2.A2|IGHNDIAB_03870	2	Type_I_REases,Type_I_MTases
UserReplicon_Abi2_1	Abi2	Abi2	p2.A2|IGHNDIAB_04369	p2.A2|IGHNDIAB_04369	p2.A2|IGHNDIAB_04369	1	Abi_2
