sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p2.D8|PKILNJHE_00629	p2.D8|PKILNJHE_00629	p2.D8|PKILNJHE_00629	1	Type_IV_REases
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p2.D8|PKILNJHE_01133	p2.D8|PKILNJHE_01133	p2.D8|PKILNJHE_01133	1	ATPase
UserReplicon_Septu_9	Septu	Septu	p2.D8|PKILNJHE_02016	p2.D8|PKILNJHE_02017	p2.D8|PKILNJHE_02016,p2.D8|PKILNJHE_02017	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p2.D8|PKILNJHE_02027	p2.D8|PKILNJHE_02027	p2.D8|PKILNJHE_02027	1	Type_IV_REases
UserReplicon_Hachiman_2	Hachiman	Hachiman	p2.D8|PKILNJHE_02322	p2.D8|PKILNJHE_02323	p2.D8|PKILNJHE_02322,p2.D8|PKILNJHE_02323	2	HamB,HamA_1
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p2.D8|PKILNJHE_02935	p2.D8|PKILNJHE_02938	p2.D8|PKILNJHE_02935,p2.D8|PKILNJHE_02938	2	Type_I_MTases,Type_I_REases
UserReplicon_Gabija_1	Gabija	Gabija	p2.D8|PKILNJHE_04415	p2.D8|PKILNJHE_04416	p2.D8|PKILNJHE_04415,p2.D8|PKILNJHE_04416	2	GajA,GajB
UserReplicon_Hachiman_3	Hachiman	Hachiman	p2.D8|PKILNJHE_04418	p2.D8|PKILNJHE_04419	p2.D8|PKILNJHE_04418,p2.D8|PKILNJHE_04419	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p2.D8|PKILNJHE_04421	p2.D8|PKILNJHE_04422	p2.D8|PKILNJHE_04421,p2.D8|PKILNJHE_04422	2	PRTase_WH,RT_Tot
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p2.D8|PKILNJHE_04703	p2.D8|PKILNJHE_04706	p2.D8|PKILNJHE_04703,p2.D8|PKILNJHE_04704,p2.D8|PKILNJHE_04705,p2.D8|PKILNJHE_04706	4	JetD_I,JetC_I,JetB_I,JetA_I
