sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Hachiman_2	Hachiman	Hachiman	p26.H4|KIAFIBEC_00658	p26.H4|KIAFIBEC_00659	p26.H4|KIAFIBEC_00658,p26.H4|KIAFIBEC_00659	2	HamB,HamA_1
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p26.H4|KIAFIBEC_02038	p26.H4|KIAFIBEC_02038	p26.H4|KIAFIBEC_02038	1	Type_IV_REases
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p26.H4|KIAFIBEC_02303	p26.H4|KIAFIBEC_02303	p26.H4|KIAFIBEC_02303	1	ATPase
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p26.H4|KIAFIBEC_02736	p26.H4|KIAFIBEC_02739	p26.H4|KIAFIBEC_02736,p26.H4|KIAFIBEC_02739	2	Type_I_MTases,Type_I_REases
UserReplicon_Septu_9	Septu	Septu	p26.H4|KIAFIBEC_03120	p26.H4|KIAFIBEC_03121	p26.H4|KIAFIBEC_03120,p26.H4|KIAFIBEC_03121	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p26.H4|KIAFIBEC_03131	p26.H4|KIAFIBEC_03131	p26.H4|KIAFIBEC_03131	1	Type_IV_REases
UserReplicon_Gabija_1	Gabija	Gabija	p26.H4|KIAFIBEC_04542	p26.H4|KIAFIBEC_04543	p26.H4|KIAFIBEC_04542,p26.H4|KIAFIBEC_04543	2	GajA,GajB
UserReplicon_Hachiman_3	Hachiman	Hachiman	p26.H4|KIAFIBEC_04545	p26.H4|KIAFIBEC_04546	p26.H4|KIAFIBEC_04545,p26.H4|KIAFIBEC_04546	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p26.H4|KIAFIBEC_04548	p26.H4|KIAFIBEC_04549	p26.H4|KIAFIBEC_04548,p26.H4|KIAFIBEC_04549	2	PRTase_WH,RT_Tot
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p26.H4|KIAFIBEC_04830	p26.H4|KIAFIBEC_04833	p26.H4|KIAFIBEC_04830,p26.H4|KIAFIBEC_04831,p26.H4|KIAFIBEC_04832,p26.H4|KIAFIBEC_04833	4	JetD_I,JetC_I,JetB_I,JetA_I
