sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p25.G3|DGJOBEKE_00474	p25.G3|DGJOBEKE_00474	p25.G3|DGJOBEKE_00474	1	Type_IV_REases
UserReplicon_Retron_III_7	Retron	Retron_III	p25.G3|DGJOBEKE_00762	p25.G3|DGJOBEKE_00763	p25.G3|DGJOBEKE_00762,p25.G3|DGJOBEKE_00763	2	RT_Tot,PRTase_WH
UserReplicon_Hachiman_2	Hachiman	Hachiman	p25.G3|DGJOBEKE_00765	p25.G3|DGJOBEKE_00766	p25.G3|DGJOBEKE_00765,p25.G3|DGJOBEKE_00766	2	HamA_2,HamB
UserReplicon_Gabija_1	Gabija	Gabija	p25.G3|DGJOBEKE_00768	p25.G3|DGJOBEKE_00769	p25.G3|DGJOBEKE_00768,p25.G3|DGJOBEKE_00769	2	GajB,GajA
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p25.G3|DGJOBEKE_01165	p25.G3|DGJOBEKE_01165	p25.G3|DGJOBEKE_01165	1	ATPase
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p25.G3|DGJOBEKE_02147	p25.G3|DGJOBEKE_02150	p25.G3|DGJOBEKE_02147,p25.G3|DGJOBEKE_02148,p25.G3|DGJOBEKE_02149,p25.G3|DGJOBEKE_02150	4	JetA_I,JetB_I,JetC_I,JetD_I
UserReplicon_Hachiman_3	Hachiman	Hachiman	p25.G3|DGJOBEKE_02803	p25.G3|DGJOBEKE_02804	p25.G3|DGJOBEKE_02803,p25.G3|DGJOBEKE_02804	2	HamB,HamA_1
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p25.G3|DGJOBEKE_03503	p25.G3|DGJOBEKE_03506	p25.G3|DGJOBEKE_03503,p25.G3|DGJOBEKE_03506	2	Type_I_MTases,Type_I_REases
UserReplicon_Septu_9	Septu	Septu	p25.G3|DGJOBEKE_05070	p25.G3|DGJOBEKE_05071	p25.G3|DGJOBEKE_05070,p25.G3|DGJOBEKE_05071	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p25.G3|DGJOBEKE_05081	p25.G3|DGJOBEKE_05081	p25.G3|DGJOBEKE_05081	1	Type_IV_REases
