sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Rst_HEPN_7	Rst_HEPN	Rst_HEPN	p13.H11|HECDCDEL_00685	p13.H11|HECDCDEL_00685	p13.H11|HECDCDEL_00685	1	Rst_HEPN
UserReplicon_Gabija_2	Gabija	Gabija	p13.H11|HECDCDEL_00705	p13.H11|HECDCDEL_00706	p13.H11|HECDCDEL_00705,p13.H11|HECDCDEL_00706	2	GajA,GajB
UserReplicon_RM_Type_II_5	RM	RM_Type_II	p13.H11|HECDCDEL_02048	p13.H11|HECDCDEL_02049	p13.H11|HECDCDEL_02048,p13.H11|HECDCDEL_02049	2	Type_II_MTases,Type_II_REases
UserReplicon_RM_Type_II_6	RM	RM_Type_II	p13.H11|HECDCDEL_02705	p13.H11|HECDCDEL_02706	p13.H11|HECDCDEL_02705,p13.H11|HECDCDEL_02706	2	Type_II_MTases,Type_II_REases
UserReplicon_Abi2_1	Abi2	Abi2	p13.H11|HECDCDEL_03163	p13.H11|HECDCDEL_03163	p13.H11|HECDCDEL_03163	1	Abi_2
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p13.H11|HECDCDEL_03508	p13.H11|HECDCDEL_03511	p13.H11|HECDCDEL_03508,p13.H11|HECDCDEL_03509,p13.H11|HECDCDEL_03510,p13.H11|HECDCDEL_03511	4	JetD_I,JetC_I,JetB_I,JetA_I
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p13.H11|HECDCDEL_04902	p13.H11|HECDCDEL_04903	p13.H11|HECDCDEL_04902,p13.H11|HECDCDEL_04903	2	Type_I_REases,Type_I_MTases
UserReplicon_Rst_Sirtuin-like_8	Rst_Sirtuin-like	Rst_Sirtuin-like	p13.H11|HECDCDEL_05016	p13.H11|HECDCDEL_05016	p13.H11|HECDCDEL_05016	1	Sirtuin_like
UserReplicon_Gao_Iet_3	Gao_Iet	Gao_Iet	p13.H11|HECDCDEL_05025	p13.H11|HECDCDEL_05026	p13.H11|HECDCDEL_05025,p13.H11|HECDCDEL_05026	2	IetS,IetA
UserReplicon_Septu_9	Septu	Septu	p13.H11|HECDCDEL_05430	p13.H11|HECDCDEL_05431	p13.H11|HECDCDEL_05430,p13.H11|HECDCDEL_05431	2	PtuA,PtuB
