sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p2.E7|BIDKCIEK_00153	p2.E7|BIDKCIEK_00153	p2.E7|BIDKCIEK_00153	1	Type_IV_REases
UserReplicon_Hachiman_2	Hachiman	Hachiman	p2.E7|BIDKCIEK_00343	p2.E7|BIDKCIEK_00344	p2.E7|BIDKCIEK_00343,p2.E7|BIDKCIEK_00344	2	HamB,HamA_1
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p2.E7|BIDKCIEK_00460	p2.E7|BIDKCIEK_00460	p2.E7|BIDKCIEK_00460	1	ATPase
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p2.E7|BIDKCIEK_01448	p2.E7|BIDKCIEK_01451	p2.E7|BIDKCIEK_01448,p2.E7|BIDKCIEK_01451	2	Type_I_MTases,Type_I_REases
UserReplicon_Septu_9	Septu	Septu	p2.E7|BIDKCIEK_01524	p2.E7|BIDKCIEK_01525	p2.E7|BIDKCIEK_01524,p2.E7|BIDKCIEK_01525	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p2.E7|BIDKCIEK_01535	p2.E7|BIDKCIEK_01535	p2.E7|BIDKCIEK_01535	1	Type_IV_REases
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p2.E7|BIDKCIEK_02424	p2.E7|BIDKCIEK_02427	p2.E7|BIDKCIEK_02424,p2.E7|BIDKCIEK_02425,p2.E7|BIDKCIEK_02426,p2.E7|BIDKCIEK_02427	4	JetA_I,JetB_I,JetC_I,JetD_I
UserReplicon_Gabija_1	Gabija	Gabija	p2.E7|BIDKCIEK_04463	p2.E7|BIDKCIEK_04464	p2.E7|BIDKCIEK_04463,p2.E7|BIDKCIEK_04464	2	GajA,GajB
UserReplicon_Hachiman_3	Hachiman	Hachiman	p2.E7|BIDKCIEK_04466	p2.E7|BIDKCIEK_04467	p2.E7|BIDKCIEK_04466,p2.E7|BIDKCIEK_04467	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p2.E7|BIDKCIEK_04469	p2.E7|BIDKCIEK_04470	p2.E7|BIDKCIEK_04469,p2.E7|BIDKCIEK_04470	2	PRTase_WH,RT_Tot
