sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p26.E4|PIEPJNJE_01357	p26.E4|PIEPJNJE_01357	p26.E4|PIEPJNJE_01357	1	Type_IV_REases
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p26.E4|PIEPJNJE_02147	p26.E4|PIEPJNJE_02147	p26.E4|PIEPJNJE_02147	1	ATPase
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p26.E4|PIEPJNJE_02866	p26.E4|PIEPJNJE_02869	p26.E4|PIEPJNJE_02866,p26.E4|PIEPJNJE_02869	2	Type_I_MTases,Type_I_REases
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p26.E4|PIEPJNJE_03184	p26.E4|PIEPJNJE_03187	p26.E4|PIEPJNJE_03184,p26.E4|PIEPJNJE_03185,p26.E4|PIEPJNJE_03186,p26.E4|PIEPJNJE_03187	4	JetD_I,JetC_I,JetB_I,JetA_I
UserReplicon_Hachiman_2	Hachiman	Hachiman	p26.E4|PIEPJNJE_03388	p26.E4|PIEPJNJE_03389	p26.E4|PIEPJNJE_03388,p26.E4|PIEPJNJE_03389	2	HamB,HamA_1
UserReplicon_Septu_9	Septu	Septu	p26.E4|PIEPJNJE_04180	p26.E4|PIEPJNJE_04181	p26.E4|PIEPJNJE_04180,p26.E4|PIEPJNJE_04181	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p26.E4|PIEPJNJE_04191	p26.E4|PIEPJNJE_04191	p26.E4|PIEPJNJE_04191	1	Type_IV_REases
UserReplicon_Gabija_1	Gabija	Gabija	p26.E4|PIEPJNJE_05251	p26.E4|PIEPJNJE_05252	p26.E4|PIEPJNJE_05251,p26.E4|PIEPJNJE_05252	2	GajA,GajB
UserReplicon_Hachiman_3	Hachiman	Hachiman	p26.E4|PIEPJNJE_05254	p26.E4|PIEPJNJE_05255	p26.E4|PIEPJNJE_05254,p26.E4|PIEPJNJE_05255	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p26.E4|PIEPJNJE_05257	p26.E4|PIEPJNJE_05258	p26.E4|PIEPJNJE_05257,p26.E4|PIEPJNJE_05258	2	PRTase_WH,RT_Tot
