sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p8.D5|ONALIBOG_00472	p8.D5|ONALIBOG_00472	p8.D5|ONALIBOG_00472	1	Type_IV_REases
UserReplicon_Hachiman_2	Hachiman	Hachiman	p8.D5|ONALIBOG_00655	p8.D5|ONALIBOG_00656	p8.D5|ONALIBOG_00655,p8.D5|ONALIBOG_00656	2	HamB,HamA_1
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p8.D5|ONALIBOG_01613	p8.D5|ONALIBOG_01613	p8.D5|ONALIBOG_01613	1	ATPase
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p8.D5|ONALIBOG_02063	p8.D5|ONALIBOG_02066	p8.D5|ONALIBOG_02063,p8.D5|ONALIBOG_02066	2	Type_I_MTases,Type_I_REases
UserReplicon_Septu_9	Septu	Septu	p8.D5|ONALIBOG_02489	p8.D5|ONALIBOG_02490	p8.D5|ONALIBOG_02489,p8.D5|ONALIBOG_02490	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p8.D5|ONALIBOG_02500	p8.D5|ONALIBOG_02500	p8.D5|ONALIBOG_02500	1	Type_IV_REases
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p8.D5|ONALIBOG_03860	p8.D5|ONALIBOG_03863	p8.D5|ONALIBOG_03860,p8.D5|ONALIBOG_03861,p8.D5|ONALIBOG_03862,p8.D5|ONALIBOG_03863	4	JetA_I,JetB_I,JetC_I,JetD_I
UserReplicon_Retron_III_7	Retron	Retron_III	p8.D5|ONALIBOG_05125	p8.D5|ONALIBOG_05126	p8.D5|ONALIBOG_05125,p8.D5|ONALIBOG_05126	2	RT_Tot,PRTase_WH
UserReplicon_Hachiman_3	Hachiman	Hachiman	p8.D5|ONALIBOG_05128	p8.D5|ONALIBOG_05129	p8.D5|ONALIBOG_05128,p8.D5|ONALIBOG_05129	2	HamA_2,HamB
UserReplicon_Gabija_1	Gabija	Gabija	p8.D5|ONALIBOG_05131	p8.D5|ONALIBOG_05132	p8.D5|ONALIBOG_05131,p8.D5|ONALIBOG_05132	2	GajB,GajA
