sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_II_5	RM	RM_Type_II	p1.D6|FPBILBJA_00419	p1.D6|FPBILBJA_00420	p1.D6|FPBILBJA_00419,p1.D6|FPBILBJA_00420	2	Type_II_MTases,Type_II_REases
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p1.D6|FPBILBJA_00521	p1.D6|FPBILBJA_00524	p1.D6|FPBILBJA_00521,p1.D6|FPBILBJA_00522,p1.D6|FPBILBJA_00523,p1.D6|FPBILBJA_00524	4	JetD_I,JetC_I,JetB_I,JetA_I
UserReplicon_Gao_Iet_3	Gao_Iet	Gao_Iet	p1.D6|FPBILBJA_01029	p1.D6|FPBILBJA_01030	p1.D6|FPBILBJA_01029,p1.D6|FPBILBJA_01030	2	IetA,IetS
UserReplicon_Rst_Sirtuin-like_8	Rst_Sirtuin-like	Rst_Sirtuin-like	p1.D6|FPBILBJA_01039	p1.D6|FPBILBJA_01039	p1.D6|FPBILBJA_01039	1	Sirtuin_like
UserReplicon_RM_Type_II_6	RM	RM_Type_II	p1.D6|FPBILBJA_01255	p1.D6|FPBILBJA_01256	p1.D6|FPBILBJA_01255,p1.D6|FPBILBJA_01256	2	Type_II_MTases,Type_II_REases
UserReplicon_Septu_9	Septu	Septu	p1.D6|FPBILBJA_04190	p1.D6|FPBILBJA_04191	p1.D6|FPBILBJA_04190,p1.D6|FPBILBJA_04191	2	PtuA,PtuB
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p1.D6|FPBILBJA_05238	p1.D6|FPBILBJA_05239	p1.D6|FPBILBJA_05238,p1.D6|FPBILBJA_05239	2	Type_I_REases,Type_I_MTases
UserReplicon_Abi2_1	Abi2	Abi2	p1.D6|FPBILBJA_05407	p1.D6|FPBILBJA_05407	p1.D6|FPBILBJA_05407	1	Abi_2
UserReplicon_Rst_HEPN_7	Rst_HEPN	Rst_HEPN	p1.D6|FPBILBJA_05448	p1.D6|FPBILBJA_05448	p1.D6|FPBILBJA_05448	1	Rst_HEPN
UserReplicon_Gabija_2	Gabija	Gabija	p1.D6|FPBILBJA_05468	p1.D6|FPBILBJA_05469	p1.D6|FPBILBJA_05468,p1.D6|FPBILBJA_05469	2	GajA,GajB
