sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Rst_Sirtuin-like_8	Rst_Sirtuin-like	Rst_Sirtuin-like	p3.C12|FOLPLODC_02034	p3.C12|FOLPLODC_02034	p3.C12|FOLPLODC_02034	1	Sirtuin_like
UserReplicon_Gao_Iet_3	Gao_Iet	Gao_Iet	p3.C12|FOLPLODC_02043	p3.C12|FOLPLODC_02044	p3.C12|FOLPLODC_02043,p3.C12|FOLPLODC_02044	2	IetS,IetA
UserReplicon_Rst_HEPN_7	Rst_HEPN	Rst_HEPN	p3.C12|FOLPLODC_02157	p3.C12|FOLPLODC_02157	p3.C12|FOLPLODC_02157	1	Rst_HEPN
UserReplicon_Gabija_2	Gabija	Gabija	p3.C12|FOLPLODC_02177	p3.C12|FOLPLODC_02178	p3.C12|FOLPLODC_02177,p3.C12|FOLPLODC_02178	2	GajA,GajB
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p3.C12|FOLPLODC_02554	p3.C12|FOLPLODC_02557	p3.C12|FOLPLODC_02554,p3.C12|FOLPLODC_02555,p3.C12|FOLPLODC_02556,p3.C12|FOLPLODC_02557	4	JetD_I,JetC_I,JetB_I,JetA_I
UserReplicon_Septu_9	Septu	Septu	p3.C12|FOLPLODC_02912	p3.C12|FOLPLODC_02913	p3.C12|FOLPLODC_02912,p3.C12|FOLPLODC_02913	2	PtuA,PtuB
UserReplicon_RM_Type_II_5	RM	RM_Type_II	p3.C12|FOLPLODC_03211	p3.C12|FOLPLODC_03212	p3.C12|FOLPLODC_03211,p3.C12|FOLPLODC_03212	2	Type_II_MTases,Type_II_REases
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p3.C12|FOLPLODC_03871	p3.C12|FOLPLODC_03872	p3.C12|FOLPLODC_03871,p3.C12|FOLPLODC_03872	2	Type_I_REases,Type_I_MTases
UserReplicon_Abi2_1	Abi2	Abi2	p3.C12|FOLPLODC_04212	p3.C12|FOLPLODC_04212	p3.C12|FOLPLODC_04212	1	Abi_2
UserReplicon_RM_Type_II_6	RM	RM_Type_II	p3.C12|FOLPLODC_05626	p3.C12|FOLPLODC_05627	p3.C12|FOLPLODC_05626,p3.C12|FOLPLODC_05627	2	Type_II_REases,Type_II_MTases
