sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p12.C8|EMDKBAME_00472	p12.C8|EMDKBAME_00472	p12.C8|EMDKBAME_00472	1	Type_IV_REases
UserReplicon_Gabija_1	Gabija	Gabija	p12.C8|EMDKBAME_00888	p12.C8|EMDKBAME_00889	p12.C8|EMDKBAME_00888,p12.C8|EMDKBAME_00889	2	GajA,GajB
UserReplicon_Hachiman_2	Hachiman	Hachiman	p12.C8|EMDKBAME_00891	p12.C8|EMDKBAME_00892	p12.C8|EMDKBAME_00891,p12.C8|EMDKBAME_00892	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p12.C8|EMDKBAME_00894	p12.C8|EMDKBAME_00895	p12.C8|EMDKBAME_00894,p12.C8|EMDKBAME_00895	2	PRTase_WH,RT_Tot
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p12.C8|EMDKBAME_01943	p12.C8|EMDKBAME_01946	p12.C8|EMDKBAME_01943,p12.C8|EMDKBAME_01946	2	Type_I_MTases,Type_I_REases
UserReplicon_Septu_9	Septu	Septu	p12.C8|EMDKBAME_02378	p12.C8|EMDKBAME_02379	p12.C8|EMDKBAME_02378,p12.C8|EMDKBAME_02379	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p12.C8|EMDKBAME_02389	p12.C8|EMDKBAME_02389	p12.C8|EMDKBAME_02389	1	Type_IV_REases
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p12.C8|EMDKBAME_03002	p12.C8|EMDKBAME_03005	p12.C8|EMDKBAME_03002,p12.C8|EMDKBAME_03003,p12.C8|EMDKBAME_03004,p12.C8|EMDKBAME_03005	4	JetA_I,JetB_I,JetC_I,JetD_I
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p12.C8|EMDKBAME_04715	p12.C8|EMDKBAME_04715	p12.C8|EMDKBAME_04715	1	ATPase
UserReplicon_Hachiman_3	Hachiman	Hachiman	p12.C8|EMDKBAME_05069	p12.C8|EMDKBAME_05070	p12.C8|EMDKBAME_05069,p12.C8|EMDKBAME_05070	2	HamA_1,HamB
