sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p26.C4|KECIGPMO_00153	p26.C4|KECIGPMO_00153	p26.C4|KECIGPMO_00153	1	Type_IV_REases
UserReplicon_Hachiman_2	Hachiman	Hachiman	p26.C4|KECIGPMO_00343	p26.C4|KECIGPMO_00344	p26.C4|KECIGPMO_00343,p26.C4|KECIGPMO_00344	2	HamB,HamA_1
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p26.C4|KECIGPMO_01197	p26.C4|KECIGPMO_01200	p26.C4|KECIGPMO_01197,p26.C4|KECIGPMO_01198,p26.C4|KECIGPMO_01199,p26.C4|KECIGPMO_01200	4	JetA_I,JetB_I,JetC_I,JetD_I
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p26.C4|KECIGPMO_03591	p26.C4|KECIGPMO_03594	p26.C4|KECIGPMO_03591,p26.C4|KECIGPMO_03594	2	Type_I_REases,Type_I_MTases
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p26.C4|KECIGPMO_03791	p26.C4|KECIGPMO_03791	p26.C4|KECIGPMO_03791	1	ATPase
UserReplicon_Gabija_1	Gabija	Gabija	p26.C4|KECIGPMO_04750	p26.C4|KECIGPMO_04751	p26.C4|KECIGPMO_04750,p26.C4|KECIGPMO_04751	2	GajA,GajB
UserReplicon_Hachiman_3	Hachiman	Hachiman	p26.C4|KECIGPMO_04753	p26.C4|KECIGPMO_04754	p26.C4|KECIGPMO_04753,p26.C4|KECIGPMO_04754	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p26.C4|KECIGPMO_04756	p26.C4|KECIGPMO_04757	p26.C4|KECIGPMO_04756,p26.C4|KECIGPMO_04757	2	PRTase_WH,RT_Tot
UserReplicon_Septu_9	Septu	Septu	p26.C4|KECIGPMO_05065	p26.C4|KECIGPMO_05066	p26.C4|KECIGPMO_05065,p26.C4|KECIGPMO_05066	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p26.C4|KECIGPMO_05076	p26.C4|KECIGPMO_05076	p26.C4|KECIGPMO_05076	1	Type_IV_REases
