sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_II_5	RM	RM_Type_II	p7.H11|MECGCBLO_00400	p7.H11|MECGCBLO_00401	p7.H11|MECGCBLO_00400,p7.H11|MECGCBLO_00401	2	Type_II_REases,Type_II_MTases
UserReplicon_RM_Type_II_6	RM	RM_Type_II	p7.H11|MECGCBLO_00785	p7.H11|MECGCBLO_00786	p7.H11|MECGCBLO_00785,p7.H11|MECGCBLO_00786	2	Type_II_MTases,Type_II_REases
UserReplicon_Abi2_1	Abi2	Abi2	p7.H11|MECGCBLO_00838	p7.H11|MECGCBLO_00838	p7.H11|MECGCBLO_00838	1	Abi_2
UserReplicon_Rst_HEPN_7	Rst_HEPN	Rst_HEPN	p7.H11|MECGCBLO_01104	p7.H11|MECGCBLO_01104	p7.H11|MECGCBLO_01104	1	Rst_HEPN
UserReplicon_Gabija_2	Gabija	Gabija	p7.H11|MECGCBLO_01124	p7.H11|MECGCBLO_01125	p7.H11|MECGCBLO_01124,p7.H11|MECGCBLO_01125	2	GajA,GajB
UserReplicon_Septu_9	Septu	Septu	p7.H11|MECGCBLO_02464	p7.H11|MECGCBLO_02465	p7.H11|MECGCBLO_02464,p7.H11|MECGCBLO_02465	2	PtuA,PtuB
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p7.H11|MECGCBLO_04968	p7.H11|MECGCBLO_04969	p7.H11|MECGCBLO_04968,p7.H11|MECGCBLO_04969	2	Type_I_REases,Type_I_MTases
UserReplicon_Rst_Sirtuin-like_8	Rst_Sirtuin-like	Rst_Sirtuin-like	p7.H11|MECGCBLO_05085	p7.H11|MECGCBLO_05085	p7.H11|MECGCBLO_05085	1	Sirtuin_like
UserReplicon_Gao_Iet_3	Gao_Iet	Gao_Iet	p7.H11|MECGCBLO_05094	p7.H11|MECGCBLO_05095	p7.H11|MECGCBLO_05094,p7.H11|MECGCBLO_05095	2	IetS,IetA
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p7.H11|MECGCBLO_05450	p7.H11|MECGCBLO_05453	p7.H11|MECGCBLO_05450,p7.H11|MECGCBLO_05451,p7.H11|MECGCBLO_05452,p7.H11|MECGCBLO_05453	4	JetD_I,JetC_I,JetB_I,JetA_I
