sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Gabija_1	Gabija	Gabija	p22.F5|JKKOOANH_00232	p22.F5|JKKOOANH_00233	p22.F5|JKKOOANH_00232,p22.F5|JKKOOANH_00233	2	GajA,GajB
UserReplicon_Hachiman_2	Hachiman	Hachiman	p22.F5|JKKOOANH_00235	p22.F5|JKKOOANH_00236	p22.F5|JKKOOANH_00235,p22.F5|JKKOOANH_00236	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p22.F5|JKKOOANH_00238	p22.F5|JKKOOANH_00239	p22.F5|JKKOOANH_00238,p22.F5|JKKOOANH_00239	2	PRTase_WH,RT_Tot
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p22.F5|JKKOOANH_00520	p22.F5|JKKOOANH_00523	p22.F5|JKKOOANH_00520,p22.F5|JKKOOANH_00521,p22.F5|JKKOOANH_00522,p22.F5|JKKOOANH_00523	4	JetD_I,JetC_I,JetB_I,JetA_I
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p22.F5|JKKOOANH_02598	p22.F5|JKKOOANH_02598	p22.F5|JKKOOANH_02598	1	ATPase
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p22.F5|JKKOOANH_02683	p22.F5|JKKOOANH_02686	p22.F5|JKKOOANH_02683,p22.F5|JKKOOANH_02686	2	Type_I_MTases,Type_I_REases
UserReplicon_Hachiman_3	Hachiman	Hachiman	p22.F5|JKKOOANH_03040	p22.F5|JKKOOANH_03041	p22.F5|JKKOOANH_03040,p22.F5|JKKOOANH_03041	2	HamA_1,HamB
UserReplicon_Septu_9	Septu	Septu	p22.F5|JKKOOANH_03128	p22.F5|JKKOOANH_03129	p22.F5|JKKOOANH_03128,p22.F5|JKKOOANH_03129	2	PtuB,PtuA
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p22.F5|JKKOOANH_03139	p22.F5|JKKOOANH_03139	p22.F5|JKKOOANH_03139	1	Type_IV_REases
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p22.F5|JKKOOANH_04875	p22.F5|JKKOOANH_04875	p22.F5|JKKOOANH_04875	1	Type_IV_REases
