sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p8.E8|IGNBGNIL_00629	p8.E8|IGNBGNIL_00629	p8.E8|IGNBGNIL_00629	1	Type_IV_REases
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p8.E8|IGNBGNIL_00862	p8.E8|IGNBGNIL_00865	p8.E8|IGNBGNIL_00862,p8.E8|IGNBGNIL_00865	2	Type_I_MTases,Type_I_REases
UserReplicon_Septu_9	Septu	Septu	p8.E8|IGNBGNIL_01723	p8.E8|IGNBGNIL_01724	p8.E8|IGNBGNIL_01723,p8.E8|IGNBGNIL_01724	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p8.E8|IGNBGNIL_01734	p8.E8|IGNBGNIL_01734	p8.E8|IGNBGNIL_01734	1	Type_IV_REases
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p8.E8|IGNBGNIL_02730	p8.E8|IGNBGNIL_02733	p8.E8|IGNBGNIL_02730,p8.E8|IGNBGNIL_02731,p8.E8|IGNBGNIL_02732,p8.E8|IGNBGNIL_02733	4	JetA_I,JetB_I,JetC_I,JetD_I
UserReplicon_Retron_III_7	Retron	Retron_III	p8.E8|IGNBGNIL_03393	p8.E8|IGNBGNIL_03394	p8.E8|IGNBGNIL_03393,p8.E8|IGNBGNIL_03394	2	RT_Tot,PRTase_WH
UserReplicon_Hachiman_2	Hachiman	Hachiman	p8.E8|IGNBGNIL_03396	p8.E8|IGNBGNIL_03397	p8.E8|IGNBGNIL_03396,p8.E8|IGNBGNIL_03397	2	HamA_2,HamB
UserReplicon_Gabija_1	Gabija	Gabija	p8.E8|IGNBGNIL_03399	p8.E8|IGNBGNIL_03400	p8.E8|IGNBGNIL_03399,p8.E8|IGNBGNIL_03400	2	GajB,GajA
UserReplicon_Hachiman_3	Hachiman	Hachiman	p8.E8|IGNBGNIL_04224	p8.E8|IGNBGNIL_04225	p8.E8|IGNBGNIL_04224,p8.E8|IGNBGNIL_04225	2	HamB,HamA_1
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p8.E8|IGNBGNIL_05372	p8.E8|IGNBGNIL_05372	p8.E8|IGNBGNIL_05372	1	ATPase
