sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Gabija_1	Gabija	Gabija	p22.B7|EEAHNLBL_00229	p22.B7|EEAHNLBL_00230	p22.B7|EEAHNLBL_00229,p22.B7|EEAHNLBL_00230	2	GajA,GajB
UserReplicon_Hachiman_2	Hachiman	Hachiman	p22.B7|EEAHNLBL_00232	p22.B7|EEAHNLBL_00233	p22.B7|EEAHNLBL_00232,p22.B7|EEAHNLBL_00233	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p22.B7|EEAHNLBL_00235	p22.B7|EEAHNLBL_00236	p22.B7|EEAHNLBL_00235,p22.B7|EEAHNLBL_00236	2	PRTase_WH,RT_Tot
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p22.B7|EEAHNLBL_00517	p22.B7|EEAHNLBL_00520	p22.B7|EEAHNLBL_00517,p22.B7|EEAHNLBL_00518,p22.B7|EEAHNLBL_00519,p22.B7|EEAHNLBL_00520	4	JetD_I,JetC_I,JetB_I,JetA_I
UserReplicon_Hachiman_3	Hachiman	Hachiman	p22.B7|EEAHNLBL_01488	p22.B7|EEAHNLBL_01489	p22.B7|EEAHNLBL_01488,p22.B7|EEAHNLBL_01489	2	HamB,HamA_1
UserReplicon_Septu_9	Septu	Septu	p22.B7|EEAHNLBL_01999	p22.B7|EEAHNLBL_02000	p22.B7|EEAHNLBL_01999,p22.B7|EEAHNLBL_02000	2	PtuB,PtuA
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p22.B7|EEAHNLBL_02010	p22.B7|EEAHNLBL_02010	p22.B7|EEAHNLBL_02010	1	Type_IV_REases
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p22.B7|EEAHNLBL_02770	p22.B7|EEAHNLBL_02773	p22.B7|EEAHNLBL_02770,p22.B7|EEAHNLBL_02773	2	Type_I_MTases,Type_I_REases
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p22.B7|EEAHNLBL_03496	p22.B7|EEAHNLBL_03496	p22.B7|EEAHNLBL_03496	1	ATPase
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p22.B7|EEAHNLBL_04271	p22.B7|EEAHNLBL_04271	p22.B7|EEAHNLBL_04271	1	Type_IV_REases
