sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p5.G7|CAPGDALK_00153	p5.G7|CAPGDALK_00153	p5.G7|CAPGDALK_00153	1	Type_IV_REases
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p5.G7|CAPGDALK_01684	p5.G7|CAPGDALK_01687	p5.G7|CAPGDALK_01684,p5.G7|CAPGDALK_01687	2	Type_I_MTases,Type_I_REases
UserReplicon_Septu_9	Septu	Septu	p5.G7|CAPGDALK_02532	p5.G7|CAPGDALK_02533	p5.G7|CAPGDALK_02532,p5.G7|CAPGDALK_02533	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p5.G7|CAPGDALK_02543	p5.G7|CAPGDALK_02543	p5.G7|CAPGDALK_02543	1	Type_IV_REases
UserReplicon_Hachiman_2	Hachiman	Hachiman	p5.G7|CAPGDALK_03702	p5.G7|CAPGDALK_03703	p5.G7|CAPGDALK_03702,p5.G7|CAPGDALK_03703	2	HamB,HamA_1
UserReplicon_Gabija_1	Gabija	Gabija	p5.G7|CAPGDALK_04689	p5.G7|CAPGDALK_04690	p5.G7|CAPGDALK_04689,p5.G7|CAPGDALK_04690	2	GajA,GajB
UserReplicon_Hachiman_3	Hachiman	Hachiman	p5.G7|CAPGDALK_04692	p5.G7|CAPGDALK_04693	p5.G7|CAPGDALK_04692,p5.G7|CAPGDALK_04693	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p5.G7|CAPGDALK_04695	p5.G7|CAPGDALK_04696	p5.G7|CAPGDALK_04695,p5.G7|CAPGDALK_04696	2	PRTase_WH,RT_Tot
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p5.G7|CAPGDALK_04977	p5.G7|CAPGDALK_04980	p5.G7|CAPGDALK_04977,p5.G7|CAPGDALK_04978,p5.G7|CAPGDALK_04979,p5.G7|CAPGDALK_04980	4	JetD_I,JetC_I,JetB_I,JetA_I
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p5.G7|CAPGDALK_05361	p5.G7|CAPGDALK_05361	p5.G7|CAPGDALK_05361	1	ATPase
