sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Retron_III_7	Retron	Retron_III	p25.C3|OFOLDAIL_00245	p25.C3|OFOLDAIL_00246	p25.C3|OFOLDAIL_00245,p25.C3|OFOLDAIL_00246	2	RT_Tot,PRTase_WH
UserReplicon_Hachiman_2	Hachiman	Hachiman	p25.C3|OFOLDAIL_00248	p25.C3|OFOLDAIL_00249	p25.C3|OFOLDAIL_00248,p25.C3|OFOLDAIL_00249	2	HamA_2,HamB
UserReplicon_Gabija_1	Gabija	Gabija	p25.C3|OFOLDAIL_00251	p25.C3|OFOLDAIL_00252	p25.C3|OFOLDAIL_00251,p25.C3|OFOLDAIL_00252	2	GajB,GajA
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p25.C3|OFOLDAIL_00854	p25.C3|OFOLDAIL_00854	p25.C3|OFOLDAIL_00854	1	ATPase
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p25.C3|OFOLDAIL_01593	p25.C3|OFOLDAIL_01596	p25.C3|OFOLDAIL_01593,p25.C3|OFOLDAIL_01596	2	Type_I_MTases,Type_I_REases
UserReplicon_Septu_9	Septu	Septu	p25.C3|OFOLDAIL_02388	p25.C3|OFOLDAIL_02389	p25.C3|OFOLDAIL_02388,p25.C3|OFOLDAIL_02389	2	PtuB,PtuA
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p25.C3|OFOLDAIL_02399	p25.C3|OFOLDAIL_02399	p25.C3|OFOLDAIL_02399	1	Type_IV_REases
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p25.C3|OFOLDAIL_04584	p25.C3|OFOLDAIL_04587	p25.C3|OFOLDAIL_04584,p25.C3|OFOLDAIL_04585,p25.C3|OFOLDAIL_04586,p25.C3|OFOLDAIL_04587	4	JetA_I,JetB_I,JetC_I,JetD_I
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p25.C3|OFOLDAIL_04772	p25.C3|OFOLDAIL_04772	p25.C3|OFOLDAIL_04772	1	Type_IV_REases
UserReplicon_Hachiman_3	Hachiman	Hachiman	p25.C3|OFOLDAIL_04962	p25.C3|OFOLDAIL_04963	p25.C3|OFOLDAIL_04962,p25.C3|OFOLDAIL_04963	2	HamB,HamA_1
