sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_I_5	RM	RM_Type_I	p8.H2|EBFJLNAF_01442	p8.H2|EBFJLNAF_01445	p8.H2|EBFJLNAF_01442,p8.H2|EBFJLNAF_01444,p8.H2|EBFJLNAF_01445	3	Type_I_MTases,Type_I_REases,Type_I_MTases
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p8.H2|EBFJLNAF_01577	p8.H2|EBFJLNAF_01577	p8.H2|EBFJLNAF_01577	1	Type_IV_REases
UserReplicon_dCTPdeaminase_12	dCTPdeaminase	dCTPdeaminase	p8.H2|EBFJLNAF_01682	p8.H2|EBFJLNAF_01682	p8.H2|EBFJLNAF_01682	1	dCTPdeaminase
UserReplicon_Septu_9	Septu	Septu	p8.H2|EBFJLNAF_01985	p8.H2|EBFJLNAF_01986	p8.H2|EBFJLNAF_01985,p8.H2|EBFJLNAF_01986	2	PtuA,PtuB
UserReplicon_Septu_10	Septu	Septu	p8.H2|EBFJLNAF_02306	p8.H2|EBFJLNAF_02307	p8.H2|EBFJLNAF_02306,p8.H2|EBFJLNAF_02307	2	PtuB,PtuA
UserReplicon_dCTPdeaminase_13	dCTPdeaminase	dCTPdeaminase	p8.H2|EBFJLNAF_02973	p8.H2|EBFJLNAF_02973	p8.H2|EBFJLNAF_02973	1	dCTPdeaminase
UserReplicon_Septu_11	Septu	Septu	p8.H2|EBFJLNAF_02979	p8.H2|EBFJLNAF_02980	p8.H2|EBFJLNAF_02979,p8.H2|EBFJLNAF_02980	2	PtuA,PtuB
UserReplicon_Rst_Hp-Tm_8	Rst_Hp-tm	Rst_Hp-Tm	p8.H2|EBFJLNAF_03002	p8.H2|EBFJLNAF_03003	p8.H2|EBFJLNAF_03002,p8.H2|EBFJLNAF_03003	2	Hp-Tm,HP
UserReplicon_CBASS_II_2	CBASS	CBASS_II	p8.H2|EBFJLNAF_03602	p8.H2|EBFJLNAF_03605	p8.H2|EBFJLNAF_03602,p8.H2|EBFJLNAF_03603,p8.H2|EBFJLNAF_03604,p8.H2|EBFJLNAF_03605	4	Effector_2TM_S_2TMBeta,Cyclase_II,AG_E1_ThiF,Jab
UserReplicon_PARIS_I_merge_3	PARIS	PARIS_I_merge	p8.H2|EBFJLNAF_03650	p8.H2|EBFJLNAF_03650	p8.H2|EBFJLNAF_03650	1	AAA_15_DUF4435
UserReplicon_Retron_I_C_7	Retron	Retron_I_C	p8.H2|EBFJLNAF_04181	p8.H2|EBFJLNAF_04181	p8.H2|EBFJLNAF_04181	1	RT_1_C1
UserReplicon_PARIS_I_merge_4	PARIS	PARIS_I_merge	p8.H2|EBFJLNAF_05438	p8.H2|EBFJLNAF_05438	p8.H2|EBFJLNAF_05438	1	AAA_15_DUF4435
