sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p12.D1|KNABHEOH_00047	p12.D1|KNABHEOH_00050	p12.D1|KNABHEOH_00047,p12.D1|KNABHEOH_00048,p12.D1|KNABHEOH_00049,p12.D1|KNABHEOH_00050	4	JetA_I,JetB_I,JetC_I,JetD_I
UserReplicon_Retron_III_7	Retron	Retron_III	p12.D1|KNABHEOH_00327	p12.D1|KNABHEOH_00328	p12.D1|KNABHEOH_00327,p12.D1|KNABHEOH_00328	2	RT_Tot,PRTase_WH
UserReplicon_Hachiman_2	Hachiman	Hachiman	p12.D1|KNABHEOH_00330	p12.D1|KNABHEOH_00331	p12.D1|KNABHEOH_00330,p12.D1|KNABHEOH_00331	2	HamA_2,HamB
UserReplicon_Gabija_1	Gabija	Gabija	p12.D1|KNABHEOH_00333	p12.D1|KNABHEOH_00334	p12.D1|KNABHEOH_00333,p12.D1|KNABHEOH_00334	2	GajB,GajA
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p12.D1|KNABHEOH_00895	p12.D1|KNABHEOH_00895	p12.D1|KNABHEOH_00895	1	ATPase
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p12.D1|KNABHEOH_01966	p12.D1|KNABHEOH_01969	p12.D1|KNABHEOH_01966,p12.D1|KNABHEOH_01969	2	Type_I_MTases,Type_I_REases
UserReplicon_Septu_9	Septu	Septu	p12.D1|KNABHEOH_04333	p12.D1|KNABHEOH_04334	p12.D1|KNABHEOH_04333,p12.D1|KNABHEOH_04334	2	PtuB,PtuA
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p12.D1|KNABHEOH_04344	p12.D1|KNABHEOH_04344	p12.D1|KNABHEOH_04344	1	Type_IV_REases
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p12.D1|KNABHEOH_04794	p12.D1|KNABHEOH_04794	p12.D1|KNABHEOH_04794	1	Type_IV_REases
UserReplicon_Hachiman_3	Hachiman	Hachiman	p12.D1|KNABHEOH_04985	p12.D1|KNABHEOH_04986	p12.D1|KNABHEOH_04985,p12.D1|KNABHEOH_04986	2	HamB,HamA_1
