sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_II_8	RM	RM_Type_II	p2.G4|PDEKPGBF_00240	p2.G4|PDEKPGBF_00242	p2.G4|PDEKPGBF_00240,p2.G4|PDEKPGBF_00242	2	Type_II_REases,Type_II_MTases
UserReplicon_Rst_3HP_9	Rst_3HP	Rst_3HP	p2.G4|PDEKPGBF_00329	p2.G4|PDEKPGBF_00331	p2.G4|PDEKPGBF_00329,p2.G4|PDEKPGBF_00330,p2.G4|PDEKPGBF_00331	3	Hp1,Hp2,Hp3
UserReplicon_Gabija_4	Gabija	Gabija	p2.G4|PDEKPGBF_01919	p2.G4|PDEKPGBF_01920	p2.G4|PDEKPGBF_01919,p2.G4|PDEKPGBF_01920	2	GajB,GajA
UserReplicon_Septu_10	Septu	Septu	p2.G4|PDEKPGBF_01922	p2.G4|PDEKPGBF_01923	p2.G4|PDEKPGBF_01922,p2.G4|PDEKPGBF_01923	2	PtuA,PtuB
UserReplicon_AVAST_II_1	AVAST	AVAST_II	p2.G4|PDEKPGBF_02061	p2.G4|PDEKPGBF_02061	p2.G4|PDEKPGBF_02061	1	Avs2A
UserReplicon_Hachiman_6	Hachiman	Hachiman	p2.G4|PDEKPGBF_02260	p2.G4|PDEKPGBF_02261	p2.G4|PDEKPGBF_02260,p2.G4|PDEKPGBF_02261	2	HamB,HamA_2
UserReplicon_Septu_11	Septu	Septu	p2.G4|PDEKPGBF_02428	p2.G4|PDEKPGBF_02429	p2.G4|PDEKPGBF_02428,p2.G4|PDEKPGBF_02429	2	PtuB,PtuA
UserReplicon_Gao_Qat_5	Gao_Qat	Gao_Qat	p2.G4|PDEKPGBF_02435	p2.G4|PDEKPGBF_02438	p2.G4|PDEKPGBF_02435,p2.G4|PDEKPGBF_02436,p2.G4|PDEKPGBF_02437,p2.G4|PDEKPGBF_02438	4	QatD,QatC,QatB,QatA
UserReplicon_Dsr_I_3	Dsr	Dsr_I	p2.G4|PDEKPGBF_02461	p2.G4|PDEKPGBF_02461	p2.G4|PDEKPGBF_02461	1	Dsr1
UserReplicon_AVAST_II_2	AVAST	AVAST_II	p2.G4|PDEKPGBF_03130	p2.G4|PDEKPGBF_03130	p2.G4|PDEKPGBF_03130	1	Avs2A
UserReplicon_RM_Type_I_7	RM	RM_Type_I	p2.G4|PDEKPGBF_04461	p2.G4|PDEKPGBF_04463	p2.G4|PDEKPGBF_04461,p2.G4|PDEKPGBF_04463	2	Type_I_REases,Type_I_MTases
UserReplicon_Septu_12	Septu	Septu	p2.G4|PDEKPGBF_05392	p2.G4|PDEKPGBF_05393	p2.G4|PDEKPGBF_05392,p2.G4|PDEKPGBF_05393	2	PtuA,PtuB
