sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Gao_Ape_3	Gao_Ape	Gao_Ape	p5.B9|CMHMPNNO_00833	p5.B9|CMHMPNNO_00833	p5.B9|CMHMPNNO_00833	1	ApeA
UserReplicon_Abi2_1	Abi2	Abi2	p5.B9|CMHMPNNO_01022	p5.B9|CMHMPNNO_01022	p5.B9|CMHMPNNO_01022	1	Abi_2
UserReplicon_Septu_8	Septu	Septu	p5.B9|CMHMPNNO_01581	p5.B9|CMHMPNNO_01582	p5.B9|CMHMPNNO_01581,p5.B9|CMHMPNNO_01582	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p5.B9|CMHMPNNO_02681	p5.B9|CMHMPNNO_02682	p5.B9|CMHMPNNO_02681,p5.B9|CMHMPNNO_02682	2	Type_IV_REases,Type_IV_REases
UserReplicon_RM_Type_II_5	RM	RM_Type_II	p5.B9|CMHMPNNO_02683	p5.B9|CMHMPNNO_02684	p5.B9|CMHMPNNO_02683,p5.B9|CMHMPNNO_02684	2	Type_II_MTases,Type_II_REases
UserReplicon_Septu_9	Septu	Septu	p5.B9|CMHMPNNO_03926	p5.B9|CMHMPNNO_03927	p5.B9|CMHMPNNO_03926,p5.B9|CMHMPNNO_03927	2	PtuA,PtuB
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p5.B9|CMHMPNNO_03937	p5.B9|CMHMPNNO_03940	p5.B9|CMHMPNNO_03937,p5.B9|CMHMPNNO_03938,p5.B9|CMHMPNNO_03939,p5.B9|CMHMPNNO_03940	4	JetA_I,JetB_I,JetC_I,JetD_I
UserReplicon_Kiwa_4	Kiwa	Kiwa	p5.B9|CMHMPNNO_03941	p5.B9|CMHMPNNO_03942	p5.B9|CMHMPNNO_03941,p5.B9|CMHMPNNO_03942	2	KwaA,KwaB
UserReplicon_Abi2_2	Abi2	Abi2	p5.B9|CMHMPNNO_05224	p5.B9|CMHMPNNO_05224	p5.B9|CMHMPNNO_05224	1	Abi_2
UserReplicon_Retron_I_C_7	Retron	Retron_I_C	p5.B9|CMHMPNNO_05226	p5.B9|CMHMPNNO_05226	p5.B9|CMHMPNNO_05226	1	RT_1_C1
