sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p1.F5|PGFHOBHA_00472	p1.F5|PGFHOBHA_00472	p1.F5|PGFHOBHA_00472	1	Type_IV_REases
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p1.F5|PGFHOBHA_01163	p1.F5|PGFHOBHA_01166	p1.F5|PGFHOBHA_01163,p1.F5|PGFHOBHA_01166	2	Type_I_MTases,Type_I_REases
UserReplicon_Hachiman_2	Hachiman	Hachiman	p1.F5|PGFHOBHA_01667	p1.F5|PGFHOBHA_01668	p1.F5|PGFHOBHA_01667,p1.F5|PGFHOBHA_01668	2	HamB,HamA_1
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p1.F5|PGFHOBHA_02651	p1.F5|PGFHOBHA_02651	p1.F5|PGFHOBHA_02651	1	ATPase
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p1.F5|PGFHOBHA_03214	p1.F5|PGFHOBHA_03217	p1.F5|PGFHOBHA_03214,p1.F5|PGFHOBHA_03215,p1.F5|PGFHOBHA_03216,p1.F5|PGFHOBHA_03217	4	JetA_I,JetB_I,JetC_I,JetD_I
UserReplicon_Septu_9	Septu	Septu	p1.F5|PGFHOBHA_04111	p1.F5|PGFHOBHA_04112	p1.F5|PGFHOBHA_04111,p1.F5|PGFHOBHA_04112	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p1.F5|PGFHOBHA_04122	p1.F5|PGFHOBHA_04122	p1.F5|PGFHOBHA_04122	1	Type_IV_REases
UserReplicon_Gabija_1	Gabija	Gabija	p1.F5|PGFHOBHA_05123	p1.F5|PGFHOBHA_05124	p1.F5|PGFHOBHA_05123,p1.F5|PGFHOBHA_05124	2	GajA,GajB
UserReplicon_Hachiman_3	Hachiman	Hachiman	p1.F5|PGFHOBHA_05126	p1.F5|PGFHOBHA_05127	p1.F5|PGFHOBHA_05126,p1.F5|PGFHOBHA_05127	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p1.F5|PGFHOBHA_05129	p1.F5|PGFHOBHA_05130	p1.F5|PGFHOBHA_05129,p1.F5|PGFHOBHA_05130	2	PRTase_WH,RT_Tot
