sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_II_5	RM	RM_Type_II	p9.F8|JHIOCKKB_00382	p9.F8|JHIOCKKB_00383	p9.F8|JHIOCKKB_00382,p9.F8|JHIOCKKB_00383	2	Type_II_MTases,Type_II_REases
UserReplicon_Abi2_1	Abi2	Abi2	p9.F8|JHIOCKKB_00636	p9.F8|JHIOCKKB_00636	p9.F8|JHIOCKKB_00636	1	Abi_2
UserReplicon_Rst_HEPN_7	Rst_HEPN	Rst_HEPN	p9.F8|JHIOCKKB_01540	p9.F8|JHIOCKKB_01540	p9.F8|JHIOCKKB_01540	1	Rst_HEPN
UserReplicon_Gabija_2	Gabija	Gabija	p9.F8|JHIOCKKB_01560	p9.F8|JHIOCKKB_01561	p9.F8|JHIOCKKB_01560,p9.F8|JHIOCKKB_01561	2	GajA,GajB
UserReplicon_Rst_Sirtuin-like_8	Rst_Sirtuin-like	Rst_Sirtuin-like	p9.F8|JHIOCKKB_02102	p9.F8|JHIOCKKB_02102	p9.F8|JHIOCKKB_02102	1	Sirtuin_like
UserReplicon_Gao_Iet_3	Gao_Iet	Gao_Iet	p9.F8|JHIOCKKB_02111	p9.F8|JHIOCKKB_02112	p9.F8|JHIOCKKB_02111,p9.F8|JHIOCKKB_02112	2	IetS,IetA
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p9.F8|JHIOCKKB_03764	p9.F8|JHIOCKKB_03765	p9.F8|JHIOCKKB_03764,p9.F8|JHIOCKKB_03765	2	Type_I_REases,Type_I_MTases
UserReplicon_Septu_9	Septu	Septu	p9.F8|JHIOCKKB_04542	p9.F8|JHIOCKKB_04543	p9.F8|JHIOCKKB_04542,p9.F8|JHIOCKKB_04543	2	PtuA,PtuB
UserReplicon_RM_Type_II_6	RM	RM_Type_II	p9.F8|JHIOCKKB_05361	p9.F8|JHIOCKKB_05362	p9.F8|JHIOCKKB_05361,p9.F8|JHIOCKKB_05362	2	Type_II_MTases,Type_II_REases
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p9.F8|JHIOCKKB_05462	p9.F8|JHIOCKKB_05465	p9.F8|JHIOCKKB_05462,p9.F8|JHIOCKKB_05463,p9.F8|JHIOCKKB_05464,p9.F8|JHIOCKKB_05465	4	JetD_I,JetC_I,JetB_I,JetA_I
