sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p22.H5|FEMIFNEO_00153	p22.H5|FEMIFNEO_00153	p22.H5|FEMIFNEO_00153	1	Type_IV_REases
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p22.H5|FEMIFNEO_01442	p22.H5|FEMIFNEO_01445	p22.H5|FEMIFNEO_01442,p22.H5|FEMIFNEO_01445	2	Type_I_MTases,Type_I_REases
UserReplicon_Septu_9	Septu	Septu	p22.H5|FEMIFNEO_02105	p22.H5|FEMIFNEO_02106	p22.H5|FEMIFNEO_02105,p22.H5|FEMIFNEO_02106	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p22.H5|FEMIFNEO_02116	p22.H5|FEMIFNEO_02116	p22.H5|FEMIFNEO_02116	1	Type_IV_REases
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p22.H5|FEMIFNEO_04285	p22.H5|FEMIFNEO_04285	p22.H5|FEMIFNEO_04285	1	ATPase
UserReplicon_Gabija_1	Gabija	Gabija	p22.H5|FEMIFNEO_04598	p22.H5|FEMIFNEO_04599	p22.H5|FEMIFNEO_04598,p22.H5|FEMIFNEO_04599	2	GajA,GajB
UserReplicon_Hachiman_2	Hachiman	Hachiman	p22.H5|FEMIFNEO_04601	p22.H5|FEMIFNEO_04602	p22.H5|FEMIFNEO_04601,p22.H5|FEMIFNEO_04602	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p22.H5|FEMIFNEO_04604	p22.H5|FEMIFNEO_04605	p22.H5|FEMIFNEO_04604,p22.H5|FEMIFNEO_04605	2	PRTase_WH,RT_Tot
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p22.H5|FEMIFNEO_04886	p22.H5|FEMIFNEO_04889	p22.H5|FEMIFNEO_04886,p22.H5|FEMIFNEO_04887,p22.H5|FEMIFNEO_04888,p22.H5|FEMIFNEO_04889	4	JetD_I,JetC_I,JetB_I,JetA_I
UserReplicon_Hachiman_3	Hachiman	Hachiman	p22.H5|FEMIFNEO_05328	p22.H5|FEMIFNEO_05329	p22.H5|FEMIFNEO_05328,p22.H5|FEMIFNEO_05329	2	HamA_1,HamB
