sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p12.H5|NBEEFLHK_00153	p12.H5|NBEEFLHK_00153	p12.H5|NBEEFLHK_00153	1	Type_IV_REases
UserReplicon_Hachiman_2	Hachiman	Hachiman	p12.H5|NBEEFLHK_00945	p12.H5|NBEEFLHK_00946	p12.H5|NBEEFLHK_00945,p12.H5|NBEEFLHK_00946	2	HamB,HamA_1
UserReplicon_Septu_9	Septu	Septu	p12.H5|NBEEFLHK_02137	p12.H5|NBEEFLHK_02138	p12.H5|NBEEFLHK_02137,p12.H5|NBEEFLHK_02138	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p12.H5|NBEEFLHK_02148	p12.H5|NBEEFLHK_02148	p12.H5|NBEEFLHK_02148	1	Type_IV_REases
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p12.H5|NBEEFLHK_03518	p12.H5|NBEEFLHK_03521	p12.H5|NBEEFLHK_03518,p12.H5|NBEEFLHK_03521	2	Type_I_MTases,Type_I_REases
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p12.H5|NBEEFLHK_04540	p12.H5|NBEEFLHK_04540	p12.H5|NBEEFLHK_04540	1	ATPase
UserReplicon_Gabija_1	Gabija	Gabija	p12.H5|NBEEFLHK_04999	p12.H5|NBEEFLHK_05000	p12.H5|NBEEFLHK_04999,p12.H5|NBEEFLHK_05000	2	GajA,GajB
UserReplicon_Hachiman_3	Hachiman	Hachiman	p12.H5|NBEEFLHK_05002	p12.H5|NBEEFLHK_05003	p12.H5|NBEEFLHK_05002,p12.H5|NBEEFLHK_05003	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p12.H5|NBEEFLHK_05005	p12.H5|NBEEFLHK_05006	p12.H5|NBEEFLHK_05005,p12.H5|NBEEFLHK_05006	2	PRTase_WH,RT_Tot
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p12.H5|NBEEFLHK_05287	p12.H5|NBEEFLHK_05290	p12.H5|NBEEFLHK_05287,p12.H5|NBEEFLHK_05288,p12.H5|NBEEFLHK_05289,p12.H5|NBEEFLHK_05290	4	JetD_I,JetC_I,JetB_I,JetA_I
