sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p26.F4|HIEMBAGL_00153	p26.F4|HIEMBAGL_00153	p26.F4|HIEMBAGL_00153	1	Type_IV_REases
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p26.F4|HIEMBAGL_01092	p26.F4|HIEMBAGL_01092	p26.F4|HIEMBAGL_01092	1	Type_IV_REases
UserReplicon_Septu_9	Septu	Septu	p26.F4|HIEMBAGL_01102	p26.F4|HIEMBAGL_01103	p26.F4|HIEMBAGL_01102,p26.F4|HIEMBAGL_01103	2	PtuA,PtuB
UserReplicon_Hachiman_2	Hachiman	Hachiman	p26.F4|HIEMBAGL_01770	p26.F4|HIEMBAGL_01771	p26.F4|HIEMBAGL_01770,p26.F4|HIEMBAGL_01771	2	HamB,HamA_1
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p26.F4|HIEMBAGL_02449	p26.F4|HIEMBAGL_02452	p26.F4|HIEMBAGL_02449,p26.F4|HIEMBAGL_02450,p26.F4|HIEMBAGL_02451,p26.F4|HIEMBAGL_02452	4	JetD_I,JetC_I,JetB_I,JetA_I
UserReplicon_Retron_III_7	Retron	Retron_III	p26.F4|HIEMBAGL_03205	p26.F4|HIEMBAGL_03206	p26.F4|HIEMBAGL_03205,p26.F4|HIEMBAGL_03206	2	RT_Tot,PRTase_WH
UserReplicon_Hachiman_3	Hachiman	Hachiman	p26.F4|HIEMBAGL_03208	p26.F4|HIEMBAGL_03209	p26.F4|HIEMBAGL_03208,p26.F4|HIEMBAGL_03209	2	HamA_2,HamB
UserReplicon_Gabija_1	Gabija	Gabija	p26.F4|HIEMBAGL_03211	p26.F4|HIEMBAGL_03212	p26.F4|HIEMBAGL_03211,p26.F4|HIEMBAGL_03212	2	GajB,GajA
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p26.F4|HIEMBAGL_03276	p26.F4|HIEMBAGL_03279	p26.F4|HIEMBAGL_03276,p26.F4|HIEMBAGL_03279	2	Type_I_MTases,Type_I_REases
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p26.F4|HIEMBAGL_04428	p26.F4|HIEMBAGL_04428	p26.F4|HIEMBAGL_04428	1	ATPase
