sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Gabija_1	Gabija	Gabija	p26.B5|LHBMEBAK_00294	p26.B5|LHBMEBAK_00295	p26.B5|LHBMEBAK_00294,p26.B5|LHBMEBAK_00295	2	GajA,GajB
UserReplicon_Hachiman_2	Hachiman	Hachiman	p26.B5|LHBMEBAK_00297	p26.B5|LHBMEBAK_00298	p26.B5|LHBMEBAK_00297,p26.B5|LHBMEBAK_00298	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p26.B5|LHBMEBAK_00300	p26.B5|LHBMEBAK_00301	p26.B5|LHBMEBAK_00300,p26.B5|LHBMEBAK_00301	2	PRTase_WH,RT_Tot
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p26.B5|LHBMEBAK_01066	p26.B5|LHBMEBAK_01066	p26.B5|LHBMEBAK_01066	1	ATPase
UserReplicon_Septu_9	Septu	Septu	p26.B5|LHBMEBAK_02428	p26.B5|LHBMEBAK_02429	p26.B5|LHBMEBAK_02428,p26.B5|LHBMEBAK_02429	2	PtuB,PtuA
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p26.B5|LHBMEBAK_02439	p26.B5|LHBMEBAK_02439	p26.B5|LHBMEBAK_02439	1	Type_IV_REases
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p26.B5|LHBMEBAK_02808	p26.B5|LHBMEBAK_02811	p26.B5|LHBMEBAK_02808,p26.B5|LHBMEBAK_02811	2	Type_I_MTases,Type_I_REases
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p26.B5|LHBMEBAK_03152	p26.B5|LHBMEBAK_03155	p26.B5|LHBMEBAK_03152,p26.B5|LHBMEBAK_03153,p26.B5|LHBMEBAK_03154,p26.B5|LHBMEBAK_03155	4	JetA_I,JetB_I,JetC_I,JetD_I
UserReplicon_Hachiman_3	Hachiman	Hachiman	p26.B5|LHBMEBAK_04674	p26.B5|LHBMEBAK_04675	p26.B5|LHBMEBAK_04674,p26.B5|LHBMEBAK_04675	2	HamB,HamA_1
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p26.B5|LHBMEBAK_05185	p26.B5|LHBMEBAK_05185	p26.B5|LHBMEBAK_05185	1	Type_IV_REases
