sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_7	RM	RM_Type_IV	p11.H6|BKFAHGHD_00034	p11.H6|BKFAHGHD_00035	p11.H6|BKFAHGHD_00034,p11.H6|BKFAHGHD_00035	2	Type_IV_REases,Type_IV_REases
UserReplicon_Retron_XI_10	Retron	Retron_XI	p11.H6|BKFAHGHD_00269	p11.H6|BKFAHGHD_00269	p11.H6|BKFAHGHD_00269	1	RT_11
UserReplicon_Abi2_1	Abi2	Abi2	p11.H6|BKFAHGHD_01408	p11.H6|BKFAHGHD_01408	p11.H6|BKFAHGHD_01408	1	Abi_2
UserReplicon_Abi2_2	Abi2	Abi2	p11.H6|BKFAHGHD_01600	p11.H6|BKFAHGHD_01600	p11.H6|BKFAHGHD_01600	1	Abi_2
UserReplicon_Kiwa_4	Kiwa	Kiwa	p11.H6|BKFAHGHD_01939	p11.H6|BKFAHGHD_01940	p11.H6|BKFAHGHD_01939,p11.H6|BKFAHGHD_01940	2	KwaB,KwaA
UserReplicon_DRT_2_3	DRT	DRT_2	p11.H6|BKFAHGHD_02645	p11.H6|BKFAHGHD_02645	p11.H6|BKFAHGHD_02645	1	drt2
UserReplicon_RM_Type_II_6	RM	RM_Type_II	p11.H6|BKFAHGHD_02936	p11.H6|BKFAHGHD_02938	p11.H6|BKFAHGHD_02936,p11.H6|BKFAHGHD_02937,p11.H6|BKFAHGHD_02938	3	Type_II_REases,Type_II_MTases,Type_II_REases
UserReplicon_Retron_III_8	Retron	Retron_III	p11.H6|BKFAHGHD_03459	p11.H6|BKFAHGHD_03460	p11.H6|BKFAHGHD_03459,p11.H6|BKFAHGHD_03460	2	RT_Tot,PRTase
UserReplicon_Septu_11	Septu	Septu	p11.H6|BKFAHGHD_03600	p11.H6|BKFAHGHD_03601	p11.H6|BKFAHGHD_03600,p11.H6|BKFAHGHD_03601	2	PtuB,PtuA
UserReplicon_Retron_I_C_9	Retron	Retron_I_C	p11.H6|BKFAHGHD_03603	p11.H6|BKFAHGHD_03603	p11.H6|BKFAHGHD_03603	1	RT_1_C1
UserReplicon_Lamassu_5	Lamassu	Lamassu	p11.H6|BKFAHGHD_03945	p11.H6|BKFAHGHD_03946	p11.H6|BKFAHGHD_03945,p11.H6|BKFAHGHD_03946	2	LmuA,LmuB
