sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Hachiman_2	Hachiman	Hachiman	p22.A8|FNADOCEE_00457	p22.A8|FNADOCEE_00458	p22.A8|FNADOCEE_00457,p22.A8|FNADOCEE_00458	2	HamB,HamA_1
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p22.A8|FNADOCEE_02008	p22.A8|FNADOCEE_02008	p22.A8|FNADOCEE_02008	1	Type_IV_REases
UserReplicon_Retron_III_7	Retron	Retron_III	p22.A8|FNADOCEE_02415	p22.A8|FNADOCEE_02416	p22.A8|FNADOCEE_02415,p22.A8|FNADOCEE_02416	2	RT_Tot,PRTase_WH
UserReplicon_Hachiman_3	Hachiman	Hachiman	p22.A8|FNADOCEE_02418	p22.A8|FNADOCEE_02419	p22.A8|FNADOCEE_02418,p22.A8|FNADOCEE_02419	2	HamA_2,HamB
UserReplicon_Gabija_1	Gabija	Gabija	p22.A8|FNADOCEE_02421	p22.A8|FNADOCEE_02422	p22.A8|FNADOCEE_02421,p22.A8|FNADOCEE_02422	2	GajB,GajA
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p22.A8|FNADOCEE_02734	p22.A8|FNADOCEE_02737	p22.A8|FNADOCEE_02734,p22.A8|FNADOCEE_02737	2	Type_I_MTases,Type_I_REases
UserReplicon_Septu_9	Septu	Septu	p22.A8|FNADOCEE_03165	p22.A8|FNADOCEE_03166	p22.A8|FNADOCEE_03165,p22.A8|FNADOCEE_03166	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p22.A8|FNADOCEE_03176	p22.A8|FNADOCEE_03176	p22.A8|FNADOCEE_03176	1	Type_IV_REases
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p22.A8|FNADOCEE_03921	p22.A8|FNADOCEE_03924	p22.A8|FNADOCEE_03921,p22.A8|FNADOCEE_03922,p22.A8|FNADOCEE_03923,p22.A8|FNADOCEE_03924	4	JetD_I,JetC_I,JetB_I,JetA_I
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p22.A8|FNADOCEE_05357	p22.A8|FNADOCEE_05357	p22.A8|FNADOCEE_05357	1	ATPase
