sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Gabija_1	Gabija	Gabija	p4.D8|MGNENIKI_00376	p4.D8|MGNENIKI_00377	p4.D8|MGNENIKI_00376,p4.D8|MGNENIKI_00377	2	GajA,GajB
UserReplicon_Hachiman_2	Hachiman	Hachiman	p4.D8|MGNENIKI_00379	p4.D8|MGNENIKI_00380	p4.D8|MGNENIKI_00379,p4.D8|MGNENIKI_00380	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p4.D8|MGNENIKI_00382	p4.D8|MGNENIKI_00383	p4.D8|MGNENIKI_00382,p4.D8|MGNENIKI_00383	2	PRTase_WH,RT_Tot
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p4.D8|MGNENIKI_00664	p4.D8|MGNENIKI_00667	p4.D8|MGNENIKI_00664,p4.D8|MGNENIKI_00665,p4.D8|MGNENIKI_00666,p4.D8|MGNENIKI_00667	4	JetD_I,JetC_I,JetB_I,JetA_I
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p4.D8|MGNENIKI_01310	p4.D8|MGNENIKI_01310	p4.D8|MGNENIKI_01310	1	Type_IV_REases
UserReplicon_Septu_9	Septu	Septu	p4.D8|MGNENIKI_01709	p4.D8|MGNENIKI_01710	p4.D8|MGNENIKI_01709,p4.D8|MGNENIKI_01710	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p4.D8|MGNENIKI_01720	p4.D8|MGNENIKI_01720	p4.D8|MGNENIKI_01720	1	Type_IV_REases
UserReplicon_Hachiman_3	Hachiman	Hachiman	p4.D8|MGNENIKI_02429	p4.D8|MGNENIKI_02430	p4.D8|MGNENIKI_02429,p4.D8|MGNENIKI_02430	2	HamB,HamA_1
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p4.D8|MGNENIKI_04080	p4.D8|MGNENIKI_04083	p4.D8|MGNENIKI_04080,p4.D8|MGNENIKI_04083	2	Type_I_REases,Type_I_MTases
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p4.D8|MGNENIKI_04396	p4.D8|MGNENIKI_04396	p4.D8|MGNENIKI_04396	1	ATPase
