sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Hachiman_2	Hachiman	Hachiman	p9.D2|HHCMPIMM_00076	p9.D2|HHCMPIMM_00077	p9.D2|HHCMPIMM_00076,p9.D2|HHCMPIMM_00077	2	HamB,HamA_1
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p9.D2|HHCMPIMM_01058	p9.D2|HHCMPIMM_01058	p9.D2|HHCMPIMM_01058	1	Type_IV_REases
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p9.D2|HHCMPIMM_01292	p9.D2|HHCMPIMM_01295	p9.D2|HHCMPIMM_01292,p9.D2|HHCMPIMM_01295	2	Type_I_MTases,Type_I_REases
UserReplicon_Septu_9	Septu	Septu	p9.D2|HHCMPIMM_02083	p9.D2|HHCMPIMM_02084	p9.D2|HHCMPIMM_02083,p9.D2|HHCMPIMM_02084	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p9.D2|HHCMPIMM_02094	p9.D2|HHCMPIMM_02094	p9.D2|HHCMPIMM_02094	1	Type_IV_REases
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p9.D2|HHCMPIMM_02545	p9.D2|HHCMPIMM_02545	p9.D2|HHCMPIMM_02545	1	ATPase
UserReplicon_Gabija_1	Gabija	Gabija	p9.D2|HHCMPIMM_04574	p9.D2|HHCMPIMM_04575	p9.D2|HHCMPIMM_04574,p9.D2|HHCMPIMM_04575	2	GajA,GajB
UserReplicon_Hachiman_3	Hachiman	Hachiman	p9.D2|HHCMPIMM_04577	p9.D2|HHCMPIMM_04578	p9.D2|HHCMPIMM_04577,p9.D2|HHCMPIMM_04578	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p9.D2|HHCMPIMM_04580	p9.D2|HHCMPIMM_04581	p9.D2|HHCMPIMM_04580,p9.D2|HHCMPIMM_04581	2	PRTase_WH,RT_Tot
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p9.D2|HHCMPIMM_04862	p9.D2|HHCMPIMM_04865	p9.D2|HHCMPIMM_04862,p9.D2|HHCMPIMM_04863,p9.D2|HHCMPIMM_04864,p9.D2|HHCMPIMM_04865	4	JetD_I,JetC_I,JetB_I,JetA_I
