sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p7.C2|IIHFHHCA_00630	p7.C2|IIHFHHCA_00630	p7.C2|IIHFHHCA_00630	1	Type_IV_REases
UserReplicon_Hachiman_2	Hachiman	Hachiman	p7.C2|IIHFHHCA_00859	p7.C2|IIHFHHCA_00860	p7.C2|IIHFHHCA_00859,p7.C2|IIHFHHCA_00860	2	HamB,HamA_1
UserReplicon_Septu_9	Septu	Septu	p7.C2|IIHFHHCA_02074	p7.C2|IIHFHHCA_02075	p7.C2|IIHFHHCA_02074,p7.C2|IIHFHHCA_02075	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p7.C2|IIHFHHCA_02085	p7.C2|IIHFHHCA_02085	p7.C2|IIHFHHCA_02085	1	Type_IV_REases
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p7.C2|IIHFHHCA_02929	p7.C2|IIHFHHCA_02932	p7.C2|IIHFHHCA_02929,p7.C2|IIHFHHCA_02932	2	Type_I_MTases,Type_I_REases
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p7.C2|IIHFHHCA_04146	p7.C2|IIHFHHCA_04146	p7.C2|IIHFHHCA_04146	1	ATPase
UserReplicon_Gabija_1	Gabija	Gabija	p7.C2|IIHFHHCA_04420	p7.C2|IIHFHHCA_04421	p7.C2|IIHFHHCA_04420,p7.C2|IIHFHHCA_04421	2	GajA,GajB
UserReplicon_Hachiman_3	Hachiman	Hachiman	p7.C2|IIHFHHCA_04423	p7.C2|IIHFHHCA_04424	p7.C2|IIHFHHCA_04423,p7.C2|IIHFHHCA_04424	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p7.C2|IIHFHHCA_04426	p7.C2|IIHFHHCA_04427	p7.C2|IIHFHHCA_04426,p7.C2|IIHFHHCA_04427	2	PRTase_WH,RT_Tot
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p7.C2|IIHFHHCA_04708	p7.C2|IIHFHHCA_04711	p7.C2|IIHFHHCA_04708,p7.C2|IIHFHHCA_04709,p7.C2|IIHFHHCA_04710,p7.C2|IIHFHHCA_04711	4	JetD_I,JetC_I,JetB_I,JetA_I
