sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Rst_3HP_9	Rst_3HP	Rst_3HP	p2.H5|DJBMMHGF_00583	p2.H5|DJBMMHGF_00585	p2.H5|DJBMMHGF_00583,p2.H5|DJBMMHGF_00584,p2.H5|DJBMMHGF_00585	3	Hp3,Hp2,Hp1
UserReplicon_RM_Type_II_8	RM	RM_Type_II	p2.H5|DJBMMHGF_00672	p2.H5|DJBMMHGF_00674	p2.H5|DJBMMHGF_00672,p2.H5|DJBMMHGF_00674	2	Type_II_MTases,Type_II_REases
UserReplicon_Septu_10	Septu	Septu	p2.H5|DJBMMHGF_01282	p2.H5|DJBMMHGF_01283	p2.H5|DJBMMHGF_01282,p2.H5|DJBMMHGF_01283	2	PtuA,PtuB
UserReplicon_Gabija_4	Gabija	Gabija	p2.H5|DJBMMHGF_01879	p2.H5|DJBMMHGF_01880	p2.H5|DJBMMHGF_01879,p2.H5|DJBMMHGF_01880	2	GajB,GajA
UserReplicon_Septu_11	Septu	Septu	p2.H5|DJBMMHGF_01882	p2.H5|DJBMMHGF_01883	p2.H5|DJBMMHGF_01882,p2.H5|DJBMMHGF_01883	2	PtuA,PtuB
UserReplicon_AVAST_II_1	AVAST	AVAST_II	p2.H5|DJBMMHGF_03098	p2.H5|DJBMMHGF_03098	p2.H5|DJBMMHGF_03098	1	Avs2A
UserReplicon_AVAST_II_2	AVAST	AVAST_II	p2.H5|DJBMMHGF_04023	p2.H5|DJBMMHGF_04023	p2.H5|DJBMMHGF_04023	1	Avs2A
UserReplicon_Dsr_I_3	Dsr	Dsr_I	p2.H5|DJBMMHGF_04288	p2.H5|DJBMMHGF_04288	p2.H5|DJBMMHGF_04288	1	Dsr1
UserReplicon_Gao_Qat_5	Gao_Qat	Gao_Qat	p2.H5|DJBMMHGF_04311	p2.H5|DJBMMHGF_04314	p2.H5|DJBMMHGF_04311,p2.H5|DJBMMHGF_04312,p2.H5|DJBMMHGF_04313,p2.H5|DJBMMHGF_04314	4	QatA,QatB,QatC,QatD
UserReplicon_Septu_12	Septu	Septu	p2.H5|DJBMMHGF_04320	p2.H5|DJBMMHGF_04321	p2.H5|DJBMMHGF_04320,p2.H5|DJBMMHGF_04321	2	PtuA,PtuB
UserReplicon_Hachiman_6	Hachiman	Hachiman	p2.H5|DJBMMHGF_04488	p2.H5|DJBMMHGF_04489	p2.H5|DJBMMHGF_04488,p2.H5|DJBMMHGF_04489	2	HamA_2,HamB
UserReplicon_RM_Type_I_7	RM	RM_Type_I	p2.H5|DJBMMHGF_04505	p2.H5|DJBMMHGF_04507	p2.H5|DJBMMHGF_04505,p2.H5|DJBMMHGF_04507	2	Type_I_REases,Type_I_MTases
