sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p7.C1|CMAKKMKD_00153	p7.C1|CMAKKMKD_00153	p7.C1|CMAKKMKD_00153	1	Type_IV_REases
UserReplicon_Hachiman_2	Hachiman	Hachiman	p7.C1|CMAKKMKD_00992	p7.C1|CMAKKMKD_00993	p7.C1|CMAKKMKD_00992,p7.C1|CMAKKMKD_00993	2	HamB,HamA_1
UserReplicon_Septu_9	Septu	Septu	p7.C1|CMAKKMKD_02157	p7.C1|CMAKKMKD_02158	p7.C1|CMAKKMKD_02157,p7.C1|CMAKKMKD_02158	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p7.C1|CMAKKMKD_02168	p7.C1|CMAKKMKD_02168	p7.C1|CMAKKMKD_02168	1	Type_IV_REases
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p7.C1|CMAKKMKD_03494	p7.C1|CMAKKMKD_03497	p7.C1|CMAKKMKD_03494,p7.C1|CMAKKMKD_03497	2	Type_I_MTases,Type_I_REases
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p7.C1|CMAKKMKD_04466	p7.C1|CMAKKMKD_04466	p7.C1|CMAKKMKD_04466	1	ATPase
UserReplicon_Gabija_1	Gabija	Gabija	p7.C1|CMAKKMKD_04993	p7.C1|CMAKKMKD_04994	p7.C1|CMAKKMKD_04993,p7.C1|CMAKKMKD_04994	2	GajA,GajB
UserReplicon_Hachiman_3	Hachiman	Hachiman	p7.C1|CMAKKMKD_04996	p7.C1|CMAKKMKD_04997	p7.C1|CMAKKMKD_04996,p7.C1|CMAKKMKD_04997	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p7.C1|CMAKKMKD_04999	p7.C1|CMAKKMKD_05000	p7.C1|CMAKKMKD_04999,p7.C1|CMAKKMKD_05000	2	PRTase_WH,RT_Tot
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p7.C1|CMAKKMKD_05281	p7.C1|CMAKKMKD_05284	p7.C1|CMAKKMKD_05281,p7.C1|CMAKKMKD_05282,p7.C1|CMAKKMKD_05283,p7.C1|CMAKKMKD_05284	4	JetD_I,JetC_I,JetB_I,JetA_I
