sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p8.A5|DHBBNAGM_00630	p8.A5|DHBBNAGM_00630	p8.A5|DHBBNAGM_00630	1	Type_IV_REases
UserReplicon_Septu_9	Septu	Septu	p8.A5|DHBBNAGM_02093	p8.A5|DHBBNAGM_02094	p8.A5|DHBBNAGM_02093,p8.A5|DHBBNAGM_02094	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p8.A5|DHBBNAGM_02104	p8.A5|DHBBNAGM_02104	p8.A5|DHBBNAGM_02104	1	Type_IV_REases
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p8.A5|DHBBNAGM_02912	p8.A5|DHBBNAGM_02915	p8.A5|DHBBNAGM_02912,p8.A5|DHBBNAGM_02915	2	Type_I_MTases,Type_I_REases
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p8.A5|DHBBNAGM_03430	p8.A5|DHBBNAGM_03433	p8.A5|DHBBNAGM_03430,p8.A5|DHBBNAGM_03431,p8.A5|DHBBNAGM_03432,p8.A5|DHBBNAGM_03433	4	JetD_I,JetC_I,JetB_I,JetA_I
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p8.A5|DHBBNAGM_04229	p8.A5|DHBBNAGM_04229	p8.A5|DHBBNAGM_04229	1	ATPase
UserReplicon_Gabija_1	Gabija	Gabija	p8.A5|DHBBNAGM_04867	p8.A5|DHBBNAGM_04868	p8.A5|DHBBNAGM_04867,p8.A5|DHBBNAGM_04868	2	GajA,GajB
UserReplicon_Hachiman_2	Hachiman	Hachiman	p8.A5|DHBBNAGM_04870	p8.A5|DHBBNAGM_04871	p8.A5|DHBBNAGM_04870,p8.A5|DHBBNAGM_04871	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p8.A5|DHBBNAGM_04873	p8.A5|DHBBNAGM_04874	p8.A5|DHBBNAGM_04873,p8.A5|DHBBNAGM_04874	2	PRTase_WH,RT_Tot
UserReplicon_Hachiman_3	Hachiman	Hachiman	p8.A5|DHBBNAGM_05020	p8.A5|DHBBNAGM_05021	p8.A5|DHBBNAGM_05020,p8.A5|DHBBNAGM_05021	2	HamB,HamA_1
