sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p1.C2|PPHPFJPJ_00352	p1.C2|PPHPFJPJ_00352	p1.C2|PPHPFJPJ_00352	1	ATPase
UserReplicon_Gabija_1	Gabija	Gabija	p1.C2|PPHPFJPJ_00760	p1.C2|PPHPFJPJ_00761	p1.C2|PPHPFJPJ_00760,p1.C2|PPHPFJPJ_00761	2	GajA,GajB
UserReplicon_Hachiman_2	Hachiman	Hachiman	p1.C2|PPHPFJPJ_00763	p1.C2|PPHPFJPJ_00764	p1.C2|PPHPFJPJ_00763,p1.C2|PPHPFJPJ_00764	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p1.C2|PPHPFJPJ_00766	p1.C2|PPHPFJPJ_00767	p1.C2|PPHPFJPJ_00766,p1.C2|PPHPFJPJ_00767	2	PRTase_WH,RT_Tot
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p1.C2|PPHPFJPJ_01048	p1.C2|PPHPFJPJ_01051	p1.C2|PPHPFJPJ_01048,p1.C2|PPHPFJPJ_01049,p1.C2|PPHPFJPJ_01050,p1.C2|PPHPFJPJ_01051	4	JetD_I,JetC_I,JetB_I,JetA_I
UserReplicon_Hachiman_3	Hachiman	Hachiman	p1.C2|PPHPFJPJ_01326	p1.C2|PPHPFJPJ_01327	p1.C2|PPHPFJPJ_01326,p1.C2|PPHPFJPJ_01327	2	HamB,HamA_1
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p1.C2|PPHPFJPJ_02283	p1.C2|PPHPFJPJ_02283	p1.C2|PPHPFJPJ_02283	1	Type_IV_REases
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p1.C2|PPHPFJPJ_03704	p1.C2|PPHPFJPJ_03707	p1.C2|PPHPFJPJ_03704,p1.C2|PPHPFJPJ_03707	2	Type_I_MTases,Type_I_REases
UserReplicon_Septu_9	Septu	Septu	p1.C2|PPHPFJPJ_03983	p1.C2|PPHPFJPJ_03984	p1.C2|PPHPFJPJ_03983,p1.C2|PPHPFJPJ_03984	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p1.C2|PPHPFJPJ_03994	p1.C2|PPHPFJPJ_03994	p1.C2|PPHPFJPJ_03994	1	Type_IV_REases
