sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Gabija_4	Gabija	Gabija	p2.E4|HNEBBNKH_01344	p2.E4|HNEBBNKH_01345	p2.E4|HNEBBNKH_01344,p2.E4|HNEBBNKH_01345	2	GajB,GajA
UserReplicon_Gabija_5	Gabija	Gabija	p2.E4|HNEBBNKH_01356	p2.E4|HNEBBNKH_01357	p2.E4|HNEBBNKH_01356,p2.E4|HNEBBNKH_01357	2	GajB,GajA
UserReplicon_RM_Type_I_7	RM	RM_Type_I	p2.E4|HNEBBNKH_01967	p2.E4|HNEBBNKH_01970	p2.E4|HNEBBNKH_01967,p2.E4|HNEBBNKH_01970	2	Type_I_MTases,Type_I_REases
UserReplicon_Septu_10	Septu	Septu	p2.E4|HNEBBNKH_02291	p2.E4|HNEBBNKH_02292	p2.E4|HNEBBNKH_02291,p2.E4|HNEBBNKH_02292	2	PtuB,PtuA
UserReplicon_Zorya_TypeI_11	Zorya	Zorya_TypeI	p2.E4|HNEBBNKH_02736	p2.E4|HNEBBNKH_02739	p2.E4|HNEBBNKH_02736,p2.E4|HNEBBNKH_02737,p2.E4|HNEBBNKH_02738,p2.E4|HNEBBNKH_02739	4	ZorA,ZorB,ZorC,ZorD
UserReplicon_RM_Type_I_8	RM	RM_Type_I	p2.E4|HNEBBNKH_02740	p2.E4|HNEBBNKH_02742	p2.E4|HNEBBNKH_02740,p2.E4|HNEBBNKH_02742	2	Type_I_MTases,Type_I_REases
UserReplicon_RM_Type_IV_9	RM	RM_Type_IV	p2.E4|HNEBBNKH_02743	p2.E4|HNEBBNKH_02743	p2.E4|HNEBBNKH_02743	1	Type_IV_REases
UserReplicon_Hachiman_6	Hachiman	Hachiman	p2.E4|HNEBBNKH_02744	p2.E4|HNEBBNKH_02745	p2.E4|HNEBBNKH_02744,p2.E4|HNEBBNKH_02745	2	HamA_1,HamB
UserReplicon_CBASS_II_3	CBASS	CBASS_II	p2.E4|HNEBBNKH_03699	p2.E4|HNEBBNKH_03702	p2.E4|HNEBBNKH_03699,p2.E4|HNEBBNKH_03700,p2.E4|HNEBBNKH_03701,p2.E4|HNEBBNKH_03702	4	Phospholipase,Cyclase_II,AG_E1_ThiF,Jab
UserReplicon_Abi2_1	Abi2	Abi2	p2.E4|HNEBBNKH_03998	p2.E4|HNEBBNKH_03998	p2.E4|HNEBBNKH_03998	1	Abi_2
