sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_II_5	RM	RM_Type_II	p2.A1|JKCCFEHF_00686	p2.A1|JKCCFEHF_00687	p2.A1|JKCCFEHF_00686,p2.A1|JKCCFEHF_00687	2	Type_II_MTases,Type_II_REases
UserReplicon_RM_Type_II_6	RM	RM_Type_II	p2.A1|JKCCFEHF_01106	p2.A1|JKCCFEHF_01107	p2.A1|JKCCFEHF_01106,p2.A1|JKCCFEHF_01107	2	Type_II_MTases,Type_II_REases
UserReplicon_Rst_Sirtuin-like_8	Rst_Sirtuin-like	Rst_Sirtuin-like	p2.A1|JKCCFEHF_01791	p2.A1|JKCCFEHF_01791	p2.A1|JKCCFEHF_01791	1	Sirtuin_like
UserReplicon_Gao_Iet_3	Gao_Iet	Gao_Iet	p2.A1|JKCCFEHF_01800	p2.A1|JKCCFEHF_01801	p2.A1|JKCCFEHF_01800,p2.A1|JKCCFEHF_01801	2	IetS,IetA
UserReplicon_Abi2_1	Abi2	Abi2	p2.A1|JKCCFEHF_01910	p2.A1|JKCCFEHF_01910	p2.A1|JKCCFEHF_01910	1	Abi_2
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p2.A1|JKCCFEHF_02133	p2.A1|JKCCFEHF_02134	p2.A1|JKCCFEHF_02133,p2.A1|JKCCFEHF_02134	2	Type_I_REases,Type_I_MTases
UserReplicon_Septu_9	Septu	Septu	p2.A1|JKCCFEHF_02203	p2.A1|JKCCFEHF_02204	p2.A1|JKCCFEHF_02203,p2.A1|JKCCFEHF_02204	2	PtuA,PtuB
UserReplicon_Rst_HEPN_7	Rst_HEPN	Rst_HEPN	p2.A1|JKCCFEHF_03483	p2.A1|JKCCFEHF_03483	p2.A1|JKCCFEHF_03483	1	Rst_HEPN
UserReplicon_Gabija_2	Gabija	Gabija	p2.A1|JKCCFEHF_03503	p2.A1|JKCCFEHF_03504	p2.A1|JKCCFEHF_03503,p2.A1|JKCCFEHF_03504	2	GajA,GajB
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p2.A1|JKCCFEHF_05442	p2.A1|JKCCFEHF_05445	p2.A1|JKCCFEHF_05442,p2.A1|JKCCFEHF_05443,p2.A1|JKCCFEHF_05444,p2.A1|JKCCFEHF_05445	4	JetD_I,JetC_I,JetB_I,JetA_I
