sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Hachiman_2	Hachiman	Hachiman	p26.G5|EKBLCABB_00028	p26.G5|EKBLCABB_00029	p26.G5|EKBLCABB_00028,p26.G5|EKBLCABB_00029	2	HamB,HamA_1
UserReplicon_Retron_III_7	Retron	Retron_III	p26.G5|EKBLCABB_00634	p26.G5|EKBLCABB_00635	p26.G5|EKBLCABB_00634,p26.G5|EKBLCABB_00635	2	RT_Tot,PRTase_WH
UserReplicon_Hachiman_3	Hachiman	Hachiman	p26.G5|EKBLCABB_00637	p26.G5|EKBLCABB_00638	p26.G5|EKBLCABB_00637,p26.G5|EKBLCABB_00638	2	HamA_2,HamB
UserReplicon_Gabija_1	Gabija	Gabija	p26.G5|EKBLCABB_00640	p26.G5|EKBLCABB_00641	p26.G5|EKBLCABB_00640,p26.G5|EKBLCABB_00641	2	GajB,GajA
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p26.G5|EKBLCABB_01322	p26.G5|EKBLCABB_01325	p26.G5|EKBLCABB_01322,p26.G5|EKBLCABB_01325	2	Type_I_MTases,Type_I_REases
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p26.G5|EKBLCABB_01687	p26.G5|EKBLCABB_01690	p26.G5|EKBLCABB_01687,p26.G5|EKBLCABB_01688,p26.G5|EKBLCABB_01689,p26.G5|EKBLCABB_01690	4	JetD_I,JetC_I,JetB_I,JetA_I
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p26.G5|EKBLCABB_02548	p26.G5|EKBLCABB_02548	p26.G5|EKBLCABB_02548	1	ATPase
UserReplicon_Septu_9	Septu	Septu	p26.G5|EKBLCABB_04145	p26.G5|EKBLCABB_04146	p26.G5|EKBLCABB_04145,p26.G5|EKBLCABB_04146	2	PtuB,PtuA
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p26.G5|EKBLCABB_04156	p26.G5|EKBLCABB_04156	p26.G5|EKBLCABB_04156	1	Type_IV_REases
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p26.G5|EKBLCABB_04956	p26.G5|EKBLCABB_04956	p26.G5|EKBLCABB_04956	1	Type_IV_REases
