sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p7.D3|DPECGECC_00629	p7.D3|DPECGECC_00629	p7.D3|DPECGECC_00629	1	Type_IV_REases
UserReplicon_Hachiman_2	Hachiman	Hachiman	p7.D3|DPECGECC_00857	p7.D3|DPECGECC_00858	p7.D3|DPECGECC_00857,p7.D3|DPECGECC_00858	2	HamB,HamA_1
UserReplicon_Septu_9	Septu	Septu	p7.D3|DPECGECC_02068	p7.D3|DPECGECC_02069	p7.D3|DPECGECC_02068,p7.D3|DPECGECC_02069	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p7.D3|DPECGECC_02079	p7.D3|DPECGECC_02079	p7.D3|DPECGECC_02079	1	Type_IV_REases
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p7.D3|DPECGECC_03020	p7.D3|DPECGECC_03023	p7.D3|DPECGECC_03020,p7.D3|DPECGECC_03023	2	Type_I_MTases,Type_I_REases
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p7.D3|DPECGECC_04464	p7.D3|DPECGECC_04464	p7.D3|DPECGECC_04464	1	ATPase
UserReplicon_Gabija_1	Gabija	Gabija	p7.D3|DPECGECC_04992	p7.D3|DPECGECC_04993	p7.D3|DPECGECC_04992,p7.D3|DPECGECC_04993	2	GajA,GajB
UserReplicon_Hachiman_3	Hachiman	Hachiman	p7.D3|DPECGECC_04995	p7.D3|DPECGECC_04996	p7.D3|DPECGECC_04995,p7.D3|DPECGECC_04996	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p7.D3|DPECGECC_04998	p7.D3|DPECGECC_04999	p7.D3|DPECGECC_04998,p7.D3|DPECGECC_04999	2	PRTase_WH,RT_Tot
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p7.D3|DPECGECC_05280	p7.D3|DPECGECC_05283	p7.D3|DPECGECC_05280,p7.D3|DPECGECC_05281,p7.D3|DPECGECC_05282,p7.D3|DPECGECC_05283	4	JetD_I,JetC_I,JetB_I,JetA_I
